Order,ALTALTSPECIES,IUCN name,Tree name,HWI,Sample size,Body mass (log),Range Size,Island,Migration-1,Migration-2,Migration-3,Territoriality,Diet,Habitat,Latitude,AnnualTemp,TempRange,AnnualPrecip,PrecipRange,ALTSPECIES 
Passeriformes,Corvus_orru,Corvus orru,Corvus_orru,34.61437718,4,2.705829515,544,0.077205882,Not a Migrant,1,resident,weak,omnivore,2,-19.9,23.75935584,24.66179836,876.8625543,129.8940729,Corvus_orru
Passeriformes,Corvus_bennetti,Corvus bennetti,Corvus_bennetti,41.51577632,4,2.589949601,410,0,Nomadic,1,nomadic,weak,omnivore,2,-25.92,21.71883568,29.30926354,335.8631393,55.11406744,Corvus_bennetti
Passeriformes,Corvus_tasmanicus,Corvus tasmanicus,Corvus_tasmanicus,38.87337969,4,2.830165073,37,0.108108108,Not a Migrant,1,resident,weak,omnivore,2,-38.96,13.00196509,20.21546842,882.7525263,64.89448421,Corvus_tasmanicus
Passeriformes,Corvus_mellori,Corvus mellori,Corvus_mellori,39.82679509,4,2.73269123,112,0.035714286,Full Migrant,1,dispersive migratory,weak,omnivore,2,-33.93,16.1321603,25.54478855,572.1144699,43.73868416,Corvus_mellori
Passeriformes,Corvus_coronoides,Corvus coronoides,Corvus_coronoides,41.2324663,4,2.809088131,374,0.013368984,Not a Migrant,1,resident,weak,omnivore,2,-28.2,19.79216377,27.13370018,510.9408725,70.2438753,Corvus_coronoides
Passeriformes,Corvus_albus,Corvus albus,Corvus_albus,42.17942405,4,2.719331287,1686,0.007117438,Not a Migrant,2,resident,weak,vertebrates,3,-1.41,24.13997271,20.45834243,946.037527,181.7616504,Corvus_albus
Passeriformes,Corvus_ruficollis,Corvus ruficollis,Corvus_ruficollis,46.29425441,4,2.758533422,1322,0.008320726,Not a Migrant,1,directional migratory,weak,omnivore,3,21.58,24.21224912,29.3465008,150.9024899,41.62905163,Corvus_ruficollis
Passeriformes,Corvus_edithae,Corvus edithae,Corvus_edithae,41.26525022,4,2.719331287,138,0,Not a Migrant,1,resident,weak,vertebrates,3,NA,NA,NA,NA,NA,Corvus_edithae
Passeriformes,Corvus_corax,Corvus corax,Corvus_corax,33.33172662,4,2.967533936,5089,0.016899194,Not a Migrant,2,dispersive migratory,weak,omnivore,3,51.36,1.438409727,40.94683438,505.8881849,61.76785084,Corvus_corax
Passeriformes,Corvus_cryptoleucus,Corvus cryptoleucus,Corvus_cryptoleucus,39.74640325,4,2.727166984,148,0,Full Migrant,1,dispersive migratory,weak,omnivore,3,30.24,17.36636714,33.84729153,468.0579947,77.29770188,Corvus_cryptoleucus
Passeriformes,Corvus_rhipidurus,Corvus rhipidurus,Corvus_rhipidurus,33.93439002,4,2.78604121,385,0,Not a Migrant,1,resident,weak,omnivore,3,14.36,24.5420087,23.3710836,397.969367,92.32517546,Corvus_rhipidurus
Passeriformes,Corvus_albicollis,Corvus albicollis,Corvus_albicollis,40.27350053,4,2.951332661,250,0.008,Not a Migrant,2,resident,weak,omnivore,3,-14.96,20.42798452,19.97175536,884.0797568,160.3751899,Corvus_albicollis
Passeriformes,Corvus_crassirostris,Corvus crassirostris,Corvus_crassirostris,39.99943898,4,3.054995862,61,0,Not a Migrant,1,resident,weak,omnivore,3,9.17,20.74176026,19.17065256,947.3004872,196.6202244,Corvus_crassirostris
Passeriformes,Corcorax_melanorhamphos,Corcorax melanoramphos,Corcorax_melanorhamphos,22.52291887,4,2.561101384,183,0.005464481,Not a Migrant,1,resident,strong,invertebrates,2,-30.26,18.1662569,26.25051373,634.773098,65.98741553,Corcorax_melanorhamphos
Passeriformes,Struthidea_cinerea,Struthidea cinerea,Struthidea_cinerea,16.30897464,4,2.120573931,164,0,Not a Migrant,1,resident,weak,invertebrates,2,-25.27,21.22442625,26.89595844,647.884025,107.6639803,Struthidea_cinerea
Passeriformes,Melampitta_lugubris,Melampitta lugubris,Melampitta_lugubris,6.39742769,4,1.630122643,43,0.023255814,Not a Migrant,1,resident,strong,invertebrates,1,-7.02,22.00942857,11.54461071,3027.994643,191.777075,Melampitta_lugubris
Passeriformes,Melampitta_gigantea,Megalampitta gigantea,Melampitta_gigantea,15.0081203,2,2.311753861,16,0.125,Not a Migrant,1,resident,strong,invertebrates,1,-6.96,24.79008889,9.87976,2373.597778,155.4018333,Melampitta_gigantea
Passeriformes,Ifrita_kowaldi,Ifrita kowaldi,Ifrita_kowaldi,12.19271528,4,1.506505032,39,0,Not a Migrant,1,resident,strong,invertebrates,1,-7.05,22.15187586,11.51996552,2988.38931,192.4158655,Ifrita_kowaldi
Passeriformes,Lycocorax_pyrrhopterus,Lycocorax pyrrhopterus,Lycocorax_pyrrhopterus,13.55554109,4,2.45318069,14,1,Not a Migrant,1,resident,weak,fruit,1,0.2,26.00795385,8.445741538,1966.068462,135.7758308,Lycocorax_pyrrhopterus
Passeriformes,Manucodia_ater,Manucodia ater,Manucodia_ater,10.58728161,4,2.357953895,87,0.24137931,Not a Migrant,1,resident,weak,fruit,1,-7.11,24.62043824,10.67598456,2789.404118,203.0805926,Manucodia_ater
Passeriformes,Manucodia_jobiensis,Manucodia jobiensis,Manucodia_jobiensis,9.696451882,4,2.306596567,17,0.117647059,Not a Migrant,1,resident,weak,fruit,1,-4.28,24.56190526,10.03351526,2816.828947,184.1717947,Manucodia_jobiensis
Passeriformes,Manucodia_chalybatus,Manucodia chalybatus,Manucodia_chalybatus,11.29595045,4,2.334212409,56,0.107142857,Not a Migrant,1,resident,weak,fruit,1,-7,23.95460182,10.91551855,2952.544182,201.1677655,Manucodia_chalybatus
Passeriformes,Manucodia_comrii,Manucodia comrii,Manucodia_comrii,10.02476328,4,2.636227041,4,1,Not a Migrant,1,resident,weak,fruit,1,-9.24,26.08543333,9.280858333,3380.5,174.0033333,Manucodia_comrii
Passeriformes,Phonygammus_keraudrenii,Phonygammus keraudrenii,Manucodia_keraudrenii,12.16521981,4,2.189378006,62,0.177419355,Not a Migrant,1,resident,weak,fruit,1,-6.81,24.81102121,10.94354833,2720.815985,208.238423,Manucodia_keraudrenii
Passeriformes,Paradigalla_carunculata,Paradigalla carunculata,Paradigalla_carunculata,7.960740246,4,2.230448921,4,0.25,Not a Migrant,2,resident,weak,fruit,1,-2.55,22.27542667,9.772078667,2988.209333,116.3371333,Paradigalla_carunculata
Passeriformes,Paradigalla_brevicauda,Paradigalla brevicauda,Paradigalla_brevicauda,8.82508577,4,2.225102426,20,0,Not a Migrant,2,resident,weak,fruit,1,-5.01,22.32103939,10.82242121,3532.915455,167.1187667,Paradigalla_brevicauda
Passeriformes,Astrapia_nigra,Astrapia nigra,Astrapia_nigra,13.25990964,4,2.278753601,7,0.142857143,Not a Migrant,1,resident,weak,fruit,1,-1.13,24.52267143,8.527697143,2672.247143,122.2748571,Astrapia_nigra
Passeriformes,Astrapia_splendidissima,Astrapia splendidissima,Astrapia_splendidissima,10.23721345,4,2.118363944,14,0,Not a Migrant,1,resident,weak,fruit,1,-4.7,22.98934583,10.3935,3664.697917,150.5553333,Astrapia_splendidissima
Passeriformes,Astrapia_mayeri,Astrapia mayeri,Astrapia_mayeri,9.058635895,6,2.143919938,5,0,Not a Migrant,1,resident,weak,fruit,1,-5.49,20.241775,11.6085375,3716.80125,168.724,Astrapia_mayeri
Passeriformes,Astrapia_stephaniae,Astrapia stephaniae,Astrapia_stephaniae,12.24080723,4,2.151584339,21,0,Not a Migrant,1,resident,weak,fruit,1,-7.5,21.78661429,11.72538571,2799.001429,189.7860143,Astrapia_stephaniae
Passeriformes,Astrapia_rothschildi,Astrapia rothschildi,Astrapia_rothschildi,16.99063014,4,2.258661223,573,0.001745201,Not a Migrant,1,resident,weak,fruit,1,-6.06,21.975025,11.0638,2630.2575,218.133625,Astrapia_rothschildi
Passeriformes,Parotia_sefilata,Parotia sefilata,Parotia_sefilata,9.05587573,4,2.259402728,8,0.25,Not a Migrant,1,resident,weak,omnivore,1,-1.44,24.98398,8.142172,2906.434,150.2054,Parotia_sefilata
Passeriformes,Parotia_carolae,Parotia carolae,Parotia_carolae,8.935635947,4,2.212613697,23,0,Not a Migrant,1,resident,weak,fruit,1,-5.64,21.73362353,11.38671353,3403.842353,192.0818235,Parotia_carolae
Passeriformes,Parotia_berlepschi,Parotia berlepschi,NA,10.06711409,1,NA,NA,NA,NA,1,resident,weak,NA,1,NA,NA,NA,NA,NA,NA
Passeriformes,Parotia_lawesii,Parotia lawesii,Parotia_lawesii,9.191239316,4,2.20790353,29,0.034482759,Not a Migrant,1,resident,weak,fruit,1,-7.49,22.13925417,11.58036458,2848.453333,193.5113875,Parotia_lawesii
Passeriformes,Parotia_helenae, NA,Parotia_helenae,8.358363745,4,2.201397124,11,0,Not a Migrant,1,resident,weak,fruit,1,-8.45,22.98876364,11.56463636,2503.433636,190.3166364,Parotia_helenae
Passeriformes,Parotia_wahnesi,Parotia wahnesi,Parotia_wahnesi,15.23268615,5,2.198657087,4,0,Not a Migrant,1,resident,weak,omnivore,1,-5.81,23.1481,10.49253333,2799.543333,229.1145833,Parotia_wahnesi
Passeriformes,Pteridophora_alberti,Pteridophora alberti,Pteridophora_alberti,16.30926555,4,1.912965621,22,0,Not a Migrant,2,resident,weak,fruit,1,-5.1,22.32051053,10.87345789,3459.593947,164.4237105,Pteridophora_alberti
Passeriformes,Lophorina_superba,Lophorina superba,Lophorina_superba,16.05109722,4,1.884568815,50,0.04,Not a Migrant,1,resident,none,omnivore,1,-5.78,22.889125,10.737065,3169.133571,177.5128768,Lophorina_superba
Passeriformes,Ptiloris_paradiseus,Lophorina paradisea,Ptiloris_paradiseus,7.831964304,4,2.077331561,16,0,Not a Migrant,1,resident,none,fruit,1,-28.12,18.79689,22.63738667,1116.689733,119.4640133,Ptiloris_paradiseus
Passeriformes,Ptiloris_victoriae,Lophorina victoriae,Ptiloris_victoriae,9.725726206,4,1.977815026,7,0,Not a Migrant,1,resident,none,invertebrates,1,-17.51,23.29452,17.52805,1786.8817,340.49167,Ptiloris_victoriae
Passeriformes,Ptiloris_magnificus,Lophorina magnifica,Ptiloris_magnificus,11.93949421,4,2.175743684,64,0.078125,Not a Migrant,1,resident,none,fruit,1,-5.48,24.98930696,10.43270609,2829.001391,195.0335718,Ptiloris_magnificus
Passeriformes,Ptiloris_intercedens, NA,Ptiloris_intercedens,9.669699497,4,2.091666958,85,0.094117647,Not a Migrant,1,resident,none,fruit,1,-7.58,24.05102973,10.98511081,2748.981351,206.3071459,Ptiloris_intercedens
Passeriformes,Epimachus_fastuosus,Epimachus fastosus,Epimachus_fastuosus,15.78257518,4,2.367113543,28,0.071428571,Not a Migrant,1,resident,weak,fruit,1,-4.22,23.31706852,10.13866463,3307.955,159.3646852,Epimachus_fastuosus
Passeriformes,Epimachus_meyeri,Epimachus meyeri,Epimachus_meyeri,10.65197097,4,2.3433692,26,0,Not a Migrant,1,resident,weak,omnivore,1,-5.83,22.48201087,10.96903696,3284.358913,167.6061804,Epimachus_meyeri
Passeriformes,Drepanornis_albertisi,Drepanornis albertisi,Epimachus_albertisi,13.08035226,6,2.041392685,30,0.066666667,Not a Migrant,1,resident,weak,invertebrates,1,-7.21,22.37162581,11.40924774,2907.782581,194.7830677,Epimachus_albertisi
Passeriformes,Drepanornis_bruijnii,Drepanornis bruijnii,Epimachus_bruijnii,19.88613687,4,2.185570484,11,0.090909091,Not a Migrant,1,resident,weak,invertebrates,1,-3.41,25.520225,8.5287975,2624.44,154.79975,Epimachus_bruijnii
Passeriformes,Diphyllodes_magnificus,Cicinnurus magnificus,Cicinnurus_magnificus,14.13436296,4,1.953276337,49,0.12244898,Not a Migrant,1,resident,none,invertebrates,1,-4.98,24.61386723,10.08062454,2925.413866,173.948179,Cicinnurus_magnificus
Passeriformes,Diphyllodes_respublica,Cicinnurus respublica,Cicinnurus_respublica,15.46366651,4,1.766710207,4,1,Not a Migrant,1,resident,none,omnivore,1,-0.13,26.7787,7.509876667,2632.63,167.818,Cicinnurus_respublica
Passeriformes,Cicinnurus_regius,Cicinnurus regius,Cicinnurus_regius,10.66596639,4,1.712902125,70,0.185714286,Not a Migrant,1,resident,none,omnivore,1,-5.26,24.89276617,10.06663075,2868.471805,177.0843609,Cicinnurus_regius
Passeriformes,Semioptera_wallacii,Semioptera wallacii,Semioptera_wallacii,11.23913998,4,2.171258275,11,1,Not a Migrant,1,resident,none,fruit,1,0.38,25.98641,8.434583,2005.156,138.43815,Semioptera_wallacii
Passeriformes,Seleucidis_melanoleucus,Seleucidis melanoleucus,Seleucidis_melanoleucus,10.74150554,4,2.241621181,46,0.086956522,Not a Migrant,1,resident,none,fruit,1,-5.19,25.32143204,10.01010864,2851.554369,179.7764175,Seleucidis_melanoleucus
Passeriformes,Paradisaea_apoda,Paradisaea apoda,Paradisaea_apoda,13.18155938,4,2.235528447,23,0.130434783,Not a Migrant,1,resident,none,fruit,1,-6.73,25.67801765,10.63273882,2991.898824,205.7956353,Paradisaea_apoda
Passeriformes,Paradisaea_raggiana,Paradisaea raggiana,Paradisaea_raggiana,19.68085106,1,2.327542832,34,0.058823529,Not a Migrant,1,resident,none,fruit,1,-7.75,23.93189038,11.09325692,2846.624423,208.5986981,Paradisaea_raggiana
Passeriformes,Paradisaea_minor,Paradisaea minor,Paradisaea_minor,15.88851069,4,2.317917154,42,0.166666667,Not a Migrant,1,resident,none,fruit,1,-2.99,24.67694348,9.254857101,2897.306232,148.6092652,Paradisaea_minor
Passeriformes,Paradisaea_decora,Paradisaea decora,Paradisaea_decora,14.4840843,4,2.374748346,2,1,Not a Migrant,1,resident,none,fruit,1,-10.01,25.59006667,9.583333333,3111.68,170.3096667,Paradisaea_decora
Passeriformes,Paradisaea_rubra,Paradisaea rubra,Paradisaea_rubra,10.74355748,4,2.2509077,4,1,Not a Migrant,1,resident,none,fruit,1,-0.13,26.7787,7.509876667,2632.63,167.818,Paradisaea_rubra
Passeriformes,Paradisaea_guilielmi,Paradisaea guilielmi,Paradisaea_guilielmi,11.02131043,4,2.408239965,5,0,Not a Migrant,1,resident,none,fruit,1,-6.06,21.9822,11.02128833,2612.435,219.7769667,Paradisaea_guilielmi
Passeriformes,Paradisaea_rudolphi, NA,Paradisaea_rudolphi,11.57204344,4,2.215082115,12,0,Not a Migrant,1,resident,none,fruit,1,-7.51,22.56603214,11.59046964,2972.856071,197.222475,Paradisaea_rudolphi
Passeriformes,Heteromyias_albispecularis,Heteromyias albispecularis,Heteromyias_albispecularis,21.12314088,12,1.559906625,52,0.019230769,Not a Migrant,1,resident,strong,invertebrates,1,-6.83,22.02962143,11.46923821,3072.84,195.7345393,Heteromyias_albispecularis
Passeriformes,Heteromyias_cinereifrons,Heteromyias cinereifrons,NA,24.71331861,4,1.607455023,NA,NA,NA,1,resident,strong,NA,2,-17.28,23.54841538,17.98574615,1630.240769,323.7775662,NA
Passeriformes,Poecilodryas_brachyura,Poecilodryas brachyura,Poecilodryas_brachyura,19.84423382,4,1.399673721,46,0.108695652,Not a Migrant,1,resident,strong,invertebrates,1,-7.02,22.02311786,11.55766786,2978.663571,190.8796821,Poecilodryas_brachyura
Passeriformes,Poecilodryas_hypoleuca,Poecilodryas hypoleuca,Poecilodryas_hypoleuca,18.38066405,4,1.255272505,80,0.125,Not a Migrant,1,resident,strong,invertebrates,1,-6.07,23.95508776,10.89230857,2978.477959,199.3954878,Poecilodryas_hypoleuca
Passeriformes,Poecilodryas_superciliosa,Poecilodryas superciliosa,Poecilodryas_superciliosa,22.18051948,2,1.29666519,39,0.025641026,Not a Migrant,1,resident,weak,invertebrates,2,-16.22,25.99311111,21.07075128,1088.670496,260.9834971,Poecilodryas_superciliosa
Passeriformes,Poecilodryas_cerviniventris,Poecilodryas cerviniventris,Poecilodryas_cerviniventris,19.51110311,5,1.29666519,69,0,Not a Migrant,1,resident,weak,invertebrates,2,NA,NA,NA,NA,NA,Poecilodryas_cerviniventris
Passeriformes,Poecilodryas_placens, NA,Poecilodryas_placens,22.49080751,4,1.405687787,18,0,Not a Migrant,1,resident,strong,invertebrates,2,-7.04,22.12757778,11.74312611,3209.830556,203.4670056,Poecilodryas_placens
Passeriformes,Poecilodryas_albonotata,Plesiodryas albonotata,Poecilodryas_albonotata,26.87046939,4,1.586587305,48,0.041666667,Not a Migrant,1,resident,strong,invertebrates,1,-7.02,22.00942857,11.54461071,3027.994643,191.777075,Poecilodryas_albonotata
Passeriformes,Peneothello_sigillata,Peneothello sigillata,Peneothello_sigillatus,17.26551854,8,1.357934847,33,0,Not a Migrant,1,resident,strong,invertebrates,1,-5.98,22.24998409,11.08849386,3256.410227,175.0703659,Peneothello_sigillatus
Passeriformes,Peneothello_cryptoleuca,Peneothello cryptoleuca,Peneothello_cryptoleuca,16.73440934,5,1.276461804,27,0.074074074,Not a Migrant,1,resident,strong,invertebrates,1,-2.56,24.38416111,9.025759444,2869.847778,134.861,Peneothello_cryptoleuca
Passeriformes,Peneothello_cyanus,Peneothello cyanus,Peneothello_cyanus,19.18394425,8,1.397592434,51,0.039215686,Not a Migrant,1,resident,strong,invertebrates,1,-5.34,23.14686667,10.47110651,3109.092698,174.3586841,Peneothello_cyanus
Passeriformes,Peneothello_bimaculata,Peneothello bimaculata,Peneothello_bimaculata,19.4145405,8,1.376029182,64,0.09375,Not a Migrant,1,resident,strong,invertebrates,1,-7.21,22.018015,11.357595,3044.6065,193.82073,Peneothello_bimaculata
Passeriformes,Peneoenanthe_pulverulenta,Peneoenanthe pulverulenta,Eopsaltria_pulverulenta,19.89402758,4,1.283074975,82,0.097560976,Not a Migrant,2,resident,weak,invertebrates,2,-14.27,25.9403019,17.02953695,1489.913429,260.4985166,Eopsaltria_pulverulenta
Passeriformes,Tregellasia_leucops,Tregellasia leucops,Tregellasia_leucops,21.64355112,4,1.192288613,66,0.090909091,Not a Migrant,1,resident,weak,invertebrates,1,-7.52,23.93052909,11.321214,2744.177091,224.0106347,Tregellasia_leucops
Passeriformes,Tregellasia_capito,Tregellasia capito,Tregellasia_capito,25.49706999,4,1.1430148,19,0,Not a Migrant,1,resident,weak,invertebrates,1,-25.13,20.10733125,20.0721625,1427.20775,203.4455594,Tregellasia_capito
Passeriformes,Eopsaltria_australis,Eopsaltria australis,Eopsaltria_australis,24.37057939,4,1.30427505,128,0.015625,Not a Migrant,1,resident,weak,invertebrates,2,-29.63,18.10137317,25.04088656,822.0002796,92.04904242,Eopsaltria_australis
Passeriformes,Eopsaltria_griseogularis,Eopsaltria griseogularis,Eopsaltria_griseogularis,23.76460159,4,1.287353773,63,0.015873016,Not a Migrant,1,resident,strong,invertebrates,2,-31.89,17.54540202,25.0257303,428.1286869,55.58776172,Eopsaltria_griseogularis
Passeriformes,Eopsaltria_georgiana,Quoyornis georgianus,Eopsaltria_georgiana,19.58681729,4,1.280350693,13,0,Not a Migrant,1,resident,weak,invertebrates,1,-31.84,17.51693448,24.21343448,602.9333793,104.2152772,Eopsaltria_georgiana
Passeriformes,Eopsaltria_flaviventris,Cryptomicroeca flaviventris,Eopsaltria_flaviventris,22.01769803,4,1.113943352,9,1,Not a Migrant,1,resident,weak,invertebrates,2,-21.27,22.31132222,13.33592222,1628.914444,178.3270222,Eopsaltria_flaviventris
Passeriformes,Melanodryas_cucullata,Melanodryas cucullata,Melanodryas_cucullata,25.88570747,4,1.324282455,485,0.002061856,Not a Migrant,1,resident,strong,invertebrates,2,-26.64,20.99818394,28.37928251,429.8828547,65.82983691,Melanodryas_cucullata
Passeriformes,Melanodryas_vittata,Melanodryas vittata,Melanodryas_vittata,22.99196231,4,1.424881637,11,0.363636364,Not a Migrant,1,resident,weak,invertebrates,2,-41.67,11.63489524,16.22281905,1160.096048,83.74220952,Melanodryas_vittata
Passeriformes,Pachycephalopsis_hattamensis,Pachycephalopsis hattamensis,Pachycephalopsis_hattamensis,19.73821809,4,1.539076099,35,0.057142857,Not a Migrant,1,resident,strong,invertebrates,1,-5.59,20.9372875,11.463025,3852.34875,172.90525,Pachycephalopsis_hattamensis
Passeriformes,Pachycephalopsis_poliosoma,Pachycephalopsis poliosoma,Pachycephalopsis_poliosoma,18.31038738,4,1.579440597,46,0.02173913,Not a Migrant,1,resident,strong,invertebrates,1,-6.59,23.22860238,11.00558262,3024.284048,193.06455,Pachycephalopsis_poliosoma
Passeriformes,Monachella_muelleriana,Monachella muelleriana,Monachella_muelleriana,29.87082676,4,1.389166084,76,0.078947368,Not a Migrant,1,resident,weak,invertebrates,3,-6.43,24.07071406,10.4299875,3081.921094,226.8969281,Monachella_muelleriana
Passeriformes,Microeca_papuana,Devioeca papuana,Microeca_papuana,24.61584131,4,1.158362492,49,0.06122449,Not a Migrant,1,resident,weak,invertebrates,1,-5.31,22.97433793,10.58711586,3112.676552,170.1255707,Microeca_papuana
Passeriformes,Microeca_griseoceps, NA,Microeca_griseoceps,23.23024283,5,1.025305865,64,0.078125,Not a Migrant,1,resident,weak,invertebrates,1,-7.66,23.80203125,11.32919729,2777.62125,219.7917865,Microeca_griseoceps
Passeriformes,Microeca_flavovirescens,Kempiella flavovirescens,Microeca_flavovirescens,23.53347429,4,1.176091259,90,0.166666667,Not a Migrant,1,resident,weak,invertebrates,1,-6.96,24.40734776,10.7673306,2810.636716,203.0550493,Microeca_flavovirescens
Passeriformes,Microeca_flavigaster,Microeca flavigaster,Microeca_flavigaster,25.68587796,4,1.08278537,136,0.095588235,Not a Migrant,1,resident,strong,invertebrates,2,-13.86,25.94220479,17.82318218,1462.868856,255.3206646,Microeca_flavigaster
Passeriformes,Microeca_hemixantha,Microeca hemixantha,Microeca_hemixantha,23.32222222,2,1.135132651,5,1,Not a Migrant,1,resident,strong,invertebrates,1,-7.33,27.06252,9.890096,1924.842,295.8866,Microeca_hemixantha
Passeriformes,Microeca_fascinans,Microeca fascinans,Microeca_fascinans,29.75561323,4,1.160468531,514,0.011673152,Not a Migrant,3,resident,weak,invertebrates,2,-25.58,21.23362434,26.63469758,565.0153495,95.86936052,Microeca_fascinans
Passeriformes,Eugerygone_rubra,Eugerygone rubra,Eugerygone_rubra,19.31482564,5,0.924279286,49,0.06122449,Not a Migrant,1,resident,weak,invertebrates,2,-5.52,22.82901273,10.70153382,3171.902,174.3142745,Eugerygone_rubra
Passeriformes,Petroica_rosea,Petroica rosea,Petroica_rosea,25.66181041,4,0.913813852,58,0.017241379,Full Migrant,3,directional migratory,weak,invertebrates,1,-31.89,16.48758556,23.83369487,862.1264957,79.48701709,Petroica_rosea
Passeriformes,Petroica_rodinogaster,Petroica rodinogaster,Petroica_rodinogaster,23.38419913,4,1.010299957,27,0.148148148,Full Migrant,2,directional migratory,weak,invertebrates,1,-38.47,13.06491266,20.70690156,901.3676563,61.17877813,Petroica_rodinogaster
Passeriformes,Petroica_archboldi,Petroica archboldi,Petroica_archboldi,19.75694444,2,1.087071206,6,0,Not a Migrant,1,resident,weak,invertebrates,3,-4.16,17.12916667,11.7264,3260.64,110.0836667,Petroica_archboldi
Passeriformes,Petroica_bivittata,Petroica bivittata,Petroica_bivittata,20.86504658,4,0.954242509,21,0.047619048,Not a Migrant,1,resident,weak,invertebrates,1,-5.17,22.279712,10.7627252,3524.5064,161.54784,Petroica_bivittata
Passeriformes,Petroica_phoenicea,Petroica phoenicea,Petroica_phoenicea,27.73802937,4,1.113943352,59,0.06779661,Full Migrant,3,directional migratory,weak,invertebrates,2,-35.85,14.54758287,23.48881885,797.9412869,57.33765,Petroica_phoenicea
Passeriformes,Petroica_multicolor,Petroica multicolor,Petroica_multicolor,22.69849806,4,1.055378331,131,0.358778626,Full Migrant,1,resident,strong,invertebrates,1,-30.49,17.26961028,20.1531653,1180.477395,100.7136992,Petroica_multicolor
Passeriformes,Petroica_boodang,Petroica boodang,NA,27.08085586,4,NA,NA,NA,NA,2,resident,strong,NA,2,NA,NA,NA,NA,NA,NA
Passeriformes,Petroica_goodenovii,Petroica goodenovii,Petroica_goodenovii,25.12692111,4,0.949390007,449,0,Full Migrant,1,dispersive migratory,weak,invertebrates,2,-27.23,20.72557439,28.60003906,401.5469349,55.79853306,Petroica_goodenovii
Passeriformes,Petroica_macrocephala,Petroica macrocephala,Petroica_macrocephala,23.18621027,4,1.071513805,29,0.068965517,Not a Migrant,1,resident,strong,invertebrates,1,-41.56,11.12374105,18.87711053,1669.147018,75.65444912,Petroica_macrocephala
Passeriformes,Petroica_australis,Petroica australis,Petroica_australis,20.80118796,4,1.495960395,21,0.047619048,Not a Migrant,2,resident,strong,invertebrates,2,-41.88,10.55685184,19.25059211,1815.816684,78.22724211,Petroica_australis
Passeriformes,Petroica_traversi,Petroica traversi,Petroica_traversi,24.2285405,4,1.371067862,1,1,Not a Migrant,2,resident,strong,invertebrates,1,-44.28,11.37855,12.8857,904.0355,49.9285,Petroica_traversi
Passeriformes,Drymodes_superciliaris,Drymodes superciliaris,Drymodes_superciliaris,16.70523255,4,1.661812686,91,0.120879121,Not a Migrant,1,resident,strong,invertebrates,1,-7.55,24.59862143,10.97118743,2698.526,217.2096469,Drymodes_superciliaris
Passeriformes,Drymodes_brunneopygia,Drymodes brunneopygia,Drymodes_brunneopygia,13.56617876,4,1.517855419,80,0.025,Not a Migrant,1,resident,strong,invertebrates,2,-32.33,17.5129186,26.12241085,365.5510388,39.12310359,Drymodes_brunneopygia
Passeriformes,Amalocichla_sclateriana,Amalocichla sclateriana,Amalocichla_sclateriana,7.936917297,5,1.531478917,17,0.058823529,Not a Migrant,1,resident,strong,invertebrates,1,-8.73,22.48594,11.88506,2542.24,201.91136,Amalocichla_sclateriana
Passeriformes,Amalocichla_incerta,Amalocichla incerta,Amalocichla_incerta,11.62303486,5,1.514547753,53,0.037735849,Not a Migrant,1,resident,weak,invertebrates,1,-7.11,22.47374375,11.34689938,2993.377188,193.7780656,Amalocichla_incerta
Passeriformes,Picathartes_gymnocephalus,Picathartes gymnocephalus,Picathartes_gymnocephalus,4.502756285,4,2.292256071,30,0,Not a Migrant,1,resident,none,invertebrates,1,6.97,25.99117917,14.08193361,2066.119722,379.9002037,Picathartes_gymnocephalus
Passeriformes,Picathartes_oreas,Picathartes oreas,Picathartes_oreas,5.255750647,3,2.342422681,25,0.08,Not a Migrant,1,resident,none,invertebrates,1,1.87,24.42553818,12.04343545,2058.967273,334.4861607,Picathartes_oreas
Passeriformes,Chaetops_frenatus,Chaetops frenatus,Chaetops_frenatus,11.81693808,3,1.74028372,16,0,Not a Migrant,1,resident,strong,invertebrates,3,-33.37,16.38134444,23.1541,430.2932778,38.95902611,Chaetops_frenatus
Passeriformes,Chaetops_aurantius,Chaetops aurantius,Chaetops_aurantius,12.03734843,4,1.733197265,22,0,Altitudinal Migrant,1,resident,strong,invertebrates,3,-30.92,14.562105,25.4539,665.30425,84.1113415,Chaetops_aurantius
Passeriformes,Eupetes_macrocerus,Eupetes macrocerus,Eupetes_macrocerus,3.926711175,4,2.004321374,164,0.170731707,Not a Migrant,1,resident,strong,invertebrates,1,1.46,25.97766951,9.782401928,2746.520987,213.7838314,Eupetes_macrocerus
Passeriformes,Bombycilla_garrulus,Bombycilla garrulus,Bombycilla_garrulus,35.77119506,4,1.735678726,1371,0.005835157,Full Migrant,3,directional migratory,none,fruit,1,60.72,-4.907506732,49.02427423,475.6755485,57.14464572,Bombycilla_garrulus
Passeriformes,Bombycilla_japonica,Bombycilla japonica,Bombycilla_japonica,41.07187512,4,1.626340367,96,0.010416667,Full Migrant,2,directional migratory,none,fruit,1,51.85,-3.48217031,55.09237209,651.452124,117.6060566,Bombycilla_japonica
Passeriformes,Bombycilla_cedrorum,Bombycilla cedrorum,Bombycilla_cedrorum,35.59548638,4,1.499412126,816,0,Full Migrant,3,directional migratory,none,fruit,2,47.11,4.546294754,40.75550739,784.9607196,66.42547287,Bombycilla_cedrorum
