"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"Orange-bellied Leafbird",1,922,888,1001,1074,983.8625,1146.5,-156,-234.0125,-47.95
"Red-tailed Minla",2,2346.5,2209,2421,1492.5,1459,1665,843.25,660.975,935
"White-crested Laughingthrush",0,983.5,948,999,948,926.9,1020.5,16,-58,59
"Little Cormorant",0,153.5,139.5,188,132.5,112,149.225,27.5,-3.5,60.15
"Black Bulbul",2,1549,1474,1591,1207,1105.5,1271,335,226.9875,460.0375
"Black-hooded Oriole",0,138,118,149.0125,146.5,138,182,-14,-45,5
"Black-throated Tit",0,1843,1739,1941.525,1920,1829,2012,-60,-196,66.0874999999999
"Common Iora",0,306,193.5,405,369,262,545,-81,-283.825,74
"Golden-throated Barbet",2,1590,1467.5,1665,1397,1312.5,1556.6125,182.75,4.9125,304.5125
"Gray-capped Pygmy Woodpecker",1,443.5,440,529,898,843,1001.625,-430,-508,-332.225
"Gray-hooded Warbler",0,1555,1459.45,1628.0125,1459,1425,1507,86,-25,181
"Hill Partridge",0,2368,2214,2423,1982,1935,2387.5,322,-35.3,434.65
"Little Pied Flycatcher",2,1812,1701,1884,668.5,436.5875,865,1139.75,865.1,1359.95
"Mountain Bulbul",1,1473,1343,1561.5125,1604,1499.925,1739,-131.5,-308.075,-1.97500000000002
"Spotted Dove",2,553,437.95,656,251.5,219,306,299,172.5,419.0125
"Verditer Flycatcher",2,1812,1796.8,1822.925,626,555.7,674.45,1186,1122.35,1267.225
"White-naped Yuhina",0,1273,1217,1377,1232,1132.7875,1305,41,-49,177.1625
"White-throated Fantail",2,1665,1473,1739,697,618,833,939.25,739.5,1094
"Asian Palm-Swift",2,307.5,307.5,307.5,140,140,140,167.5,167.5,167.5
"Asian Pied Starling",0,139,139,139,133,117.5,149,6,-10,21.5
"Himalayan Swiftlet",2,1270,960,1405.5,504.5,320.675,592.8375,762,403.375,1008.9875
"Beautiful Sibia",2,2089,2015.5,2140,1739,1739,1739,350,276.5,401
"Black-throated Sunbird",2,1309,1258,1447,833,745.4875,940,474,361,621.525
"Bay Woodpecker",0,1603,1359,1739,1377,1156,1606.0125,203.25,-149.05,485.6875
"Olive-backed Pipit",2,2842.5,2771,3006,1887.5,1760.725,1971,958.25,835.975,1167.5
"Small Niltava",2,1412.5,1266,1556.025,778.5,618,833,630,453.7,824.525
"Ashy Drongo",2,1590,1542.975,1675.5,849,815,935,738,651.9875,841.025
"Blue-winged Laughingthrush",2,2008.5,1936.5,2089,1461.5,1287,1607,546,367,745.2625
"Hair-crested Drongo",2,729.5,644,908,463,383.925,523,268,140.975,475.5125
"Little Egret",2,208,199,253,158,120,208,52,0.674999999999999,97.6499999999999
"Silver-eared Mesia",2,1199,1075.5,1264,716,584.5,803,477,309,642.3
"Red-vented Bulbul",1,656,618,700.5,883,847.9375,963,-237,-330,-157
"Tickell's Leaf Warbler",2,2227.5,2046.575,2408.75,1068,451.125,1074,1266,1003.85,1898.55
"Asian Barred Owlet",0,595,529,769,701,574,933,-122,-358,66.0125
"Red-breasted Parakeet",0,140.5,139,175.85,142,134.35,153.05,0,-2.775,31.9
"Crested Serpent-Eagle",0,989,756,1190.375,948,518.5,1066,126,-190,503.7375
"Chestnut-crowned Laughingthrush",2,2474,2438,2533,2388,2345,2438,86,20,161.025
"Gray-cheeked Warbler",2,1750,1739,1884,937,614,1568,810.25,220.9375,1187.7375
"Streak-breasted Scimitar-Babbler",0,2390,2290,2463,2368,2321,2463,22,-83.5,111.0125
"Striated Laughingthrush",0,1905.5,1744.5,1978,1777.5,1739,1867,106,-46.0375,214
"Wedge-tailed Green-Pigeon",2,1840,1739,1934,1123,833,1316,723.75,462.1375,1082.1125
"Yellow-breasted Greenfinch",2,2538,2443,2561,2096,1999,2316.5,437,193,539
"Black-winged Cuckooshrike",2,1336.75,1183.775,1469.425,464.5,367.4,489,906.25,710,1067.425
"Blyth's Leaf Warbler",2,2390,2341,2443,842.5,515,1231,1547.5,1141.025,1889.65
"Slaty-bellied Tesia",2,1760.75,1739,2002,551,489,833,1196,953.175,1457
"Chestnut-crowned Warbler",2,2069,2007,2160,1580.5,1430,1775,496,293.925,653.975
"Rufous-winged Fulvetta",2,2151,2063,2303,1820,1739,1860,353.25,215.5,543
"Gray-throated Babbler",0,897.5,806,977.3,948,875,1067,-32,-165,62
"Pin-striped Tit-Babbler",2,469,421.05,515,250,198.0375,324.5,211.5,121.025,283
"Black-tailed Crake",2,2448,2340,2538,2325,2300,2340,120.75,31.175,229
"Blue-winged Minla",2,1934,1827,1974,1377,1200,1402,557,446,727
"Blyth's Shrike-Babbler",2,1739,1665,1954,1168,997,1361,585.5,366.025,806.975
"Gray Bushchat",2,2219,2074,2278.05,1507,1410,1648,679.5,509.9625,798.5
"Gray-headed Canary-Flycatcher",2,1739,1739,1739,625,558,801.5,1114,937.5,1181
"Nepal Fulvetta",0,960,947,1040,940,848,1071,26,-111.025,134
"Russet Sparrow",0,2300,2265,2331,2332,2312,2377,-33,-88.5,5.5
"White-tailed Nuthatch",0,2071,1979,2214.0625,1961,1867,2058,110,-7.5125,269.0125
"Gray-sided Bush Warbler",2,3156,3146,3361,1359,1231,1542.3625,1800,1632.7375,2025.3125
"Nepal House-Martin",2,1798,1677.7,2193.1,1126.5,935,1281.075,679.5,453.45,1118
"Himalayan Bulbul",2,1258,1099,1309,1059.25,948,1110,191,40.4875,321
"Oriental Turtle-Dove",2,2340,2312,2387,1665,1562,1735,682,594.9875,788.55
"Rufous Sibia",2,2332,2266.5,2438,2166,2046,2231.5,194,82,329
"Large Niltava",2,1739,1701,1775,1473.5,1355.5,1566,266.5,168.85,383.5
"Lineated Barbet",2,203.5,156,266,142,142,182,56,2,113.5
"White-rumped Shama",2,440.5,440.5,440.5,197,197,197,243.5,243.5,243.5
"Greater Necklaced Laughingthrush",1,549.5,549.5,549.5,824.25,730.4375,918.0625,-274.75,-368.5625,-180.9375
"Greater Yellownape",0,1186,1030.5,1362.6875,966,910,1189.5,193,-35.5125,404.5125
"Red Junglefowl",0,479,358,513,290.5,224.025,489,162.25,-52.9625,261
"Black-crested Bulbul",0,447,433,534,409,324,489,50,-49,194.5
"Common Green-Magpie",0,989,948,1064.5,960.5,885.725,1098.55,18,-118,126.625
"Oriental Magpie-Robin",1,463,376,515,772,695,833,-304,-414,-182
"Common Myna",0,532,442.9375,557,677,463,849,-146,-362,59.025
"Common Tailorbird",1,514,489,522,767,656.5,815,-252,-309.5,-145.9375
"Ibisbill",1,2262.5,2262.5,2262.5,2281,2262.95,2299.05,-18.5,-36.55,-0.449999999999997
"Red-wattled Lapwing",0,199,199,211,243,206,254,-42,-51,2
"Rufous-gorgeted Flycatcher",2,2933,2845.25,3109,1396.5,1302,1504,1540.5,1395,1738
"Whiskered Yuhina",2,2032,1979,2089,1538.5,1489.4875,1621,494.75,396,570.0375
"Barred Cuckoo-Dove",2,1739,1649,1751,1554.5,1197.725,1687.725,183,18.35,529.5
"Striated Yuhina",2,784,712.3,876.5,716.5,600.95,752.5,95,11.5,200.5
"Scarlet Minivet",2,1009.5,957,1111,772,632.4125,833,241,133,421.0375
"Barn Swallow",2,1398.5,1204,1501,1067,1067,1074,328,128.55,434
"Rufous-bellied Niltava",2,2002,1973,2071,948,626,1025.275,1073,974.925,1352
"White-collared Blackbird",2,2698,2698,2738.5,2530,2507,2538,168,160,214
"Blue-fronted Redstart",2,3803,3769,3929,2312,2260,2336,1494,1446,1620
"Black-chinned Yuhina",0,1040,999,1283.5,1120,1069,1265,-73,-206.725,177
"Yellow-bellied Warbler",0,618,574.5,639.475,618,515,836.0375,0,-215,104.0125
"Cattle Egret",0,139,139,149.5125,142,135.5,194,-3,-53.0125,7.51249999999999
"Gray-backed Shrike",2,2538,2514.5,2538,1067,892,1144,1467.5,1390,1646
"Gray-headed Woodpecker",0,960,453.7,1108.125,833,833,986,90.5,-407,241
"Mountain Imperial-Pigeon",2,1067,950.5,1284,652.5,376,833,431,141,764.5
"Long-tailed Broadbill",2,948,809,1001,695,489,898,256,44,512
"Gray Treepie",1,1191,1092.4375,1246.6625,1409,1382.5,1474,-224,-332.075,-164.975
"Red-whiskered Bulbul",2,515,513,515,258,250,337,257,177,265
"Rufous-necked Laughingthrush",1,557,515,595,815,701.05,973,-251.5,-398.9,-109.45
"Chestnut-tailed Starling",2,307,259,388.25,182,144.4875,219,124,63.975,216.0125
"Velvet-fronted Nuthatch",0,965.5,827,1060.875,948,868.875,948,35,-71.875,116.75
"Great Myna",2,309,309,309,256.75,254.1375,259.3625,52.25,49.6375,54.8625
"Bar-winged Flycatcher-shrike",0,1146,897.5,1305,948,852,1068.9,192,-61.675,369.375
"Greenish Warbler",2,2729,2654.125,3361,728,493.5,948,2163,1723.9375,2705.125
"Lesser Yellownape",0,884.5,618,947,906,833,978.5,-45.75,-328.0125,67.5
"Black Eagle",0,1691.5,1556,1860,1556,1427,1729,116.5,-121.0375,369.0125
"Collared Owlet",2,1594,1275.5,1739,1000,833,1325.225,597.5,96,876
"Himalayan Cutia",2,1825.25,1739,1919.3625,1653.5,1626.5,1680.5,176,62.55,281.5875
"Chestnut-headed Tesia",2,2438,2421,2500,1500,1401.6875,1607,934,824,1054.0125
"Chestnut-bellied Rock-Thrush",2,2290,2135.5,2496.625,1249,1123.4375,1322.5,1072.25,858.6875,1312.75
"Darjeeling Woodpecker",0,2588.5,2534,2651.5,2589,2521.3,2722,-18,-136.625,90.9
"Short-billed Minivet",2,2011,2011,2011,579,579,579,1432,1432,1432
"Stripe-throated Yuhina",2,2533,2489.5,2653,1739,1739,1895,778,633,914
"Whistler's Warbler",2,2500,2443,2590,1067,948,1302.075,1453,1163.5,1599.5
"Yellow-browed Tit",0,2372,2303,2456.3,2438,2333,2463,-43,-139,93.2
"Fire-tailed Sunbird",2,3493.5,3383,3657.5,1860,1701,1945,1660.5,1467.6,1848.3
"Red-billed Chough",2,3090,2962,3418,2774,2739,2848,299,114,609
"Rufous-vented Tit",2,3650.5,3631.5,3676.075,3398,3383.5,3407,259.5,235.1,278.975
"Eurasian Nutcracker",0,2891,2846.925,2962,2839,2805,2902,50.25,-16.025,125.0125
"Fulvous-breasted Woodpecker",1,195,139,474.5,489,289.9,576,-293,-357.7,-4.05000000000015
"Snow Pigeon",2,4049,3918.5,4167,3276,2964.375,3407,808,581,1155.875
"Rufous-breasted Accentor",2,3919.5,3793.5,4072.5,2534,2530,2543.375,1389.5,1255.8125,1542.5
"Yellow-billed Blue-Magpie",0,2558,2557,2590,2561.5,2558,2613,-3.5,-56,29
"Black-faced Warbler",0,2145,2006,2253.6,1982,1961.4,2042,137,-23.5,279.6
"White-throated Laughingthrush",2,2558,2558,2584.5,2331,2117,2421.5,231.75,148.5,442.5375
"Dark-breasted Rosefinch",2,3748,3710,3866,2156,2105.0875,2316,1579,1415,1716.65
"Red-headed Bullfinch",2,3287.5,3150.425,3426,2751,2685.925,2872.75,531.75,282.175,687
"Red-billed Leiothrix",2,2102.5,2041.9875,2192,1832,1744.5,1867,268.75,192.4875,380.0375
"Scaly-breasted Munia",0,1207,605.8375,1242.25,1077.75,414.8625,1222.025,77.75,-498.825,794.725000000001
"Rufous Treepie",0,156,127.5,183,185,142,232,-29,-83.65,30.075
"Green-billed Malkoha",0,440,372.15,467.925,534.5,424.875,670.5,-99.5,-244.275,18.2749999999999
"Long-tailed Shrike",2,1798,1642,1920,1074,948,1207,698,483.9875,893.5125
"Himalayan White-browed Rosefinch",2,4049,4028,4099,3407,3407,3407,642,621,692
"Indian Pond-Heron",0,145,139,185,142,121,172.25,5,-25.625,51
"Red-faced Liocichla",1,1473,1435.25,1594,1645,1589.75,1683.5,-172,-222.5,-32.5
"Black Drongo",0,168.5,139,218,163,137,243.05,1.5,-81.0125,65.5
"House Sparrow",0,214,155,319.5125,258,151.4625,324.5,-44,-137.05,108.525
"Jungle Myna",1,86,75,125.0125,151,136.9875,208,-66,-123.025,-21
"White-breasted Waterhen",0,178,139,199,190,119.525,214.025,-9,-68.675,63.7
"Coal Tit",2,3353,3143,3446.5,2900,2744,3022,399,181,631.9375
"Eurasian Hoopoe",2,2340,2304.925,2423,1206,279.475,1240.7,1146,1087.75,2085.9
"Black-faced Laughingthrush",2,3353,3232.3625,3383,2860,2809,2915,467,323.9875,557
"Spotted Laughingthrush",1,2708.5,2611,2744,2863,2751,2979,-154,-306.0375,-48.95
"Cinereous Tit",0,179,147.475,199.45,154,140,204.25,22,-21,59
"Kalij Pheasant",0,2089,1920,2374,1846,1620.475,2008,251.5,0,588.0625
"Hoary-throated Barwing",1,2071.75,1974,2303,2438,2350.5,2556.875,-369,-531,-105.625
"Gray-winged Blackbird",2,2123,1980.125,2282,1800,1722,1922.8,328.5,155.6125,500.55
"Crimson Sunbird",0,631.5,471.875,728,723.5,585,767,-98,-281,92
"Rose-ringed Parakeet",0,137,117,139,153.5,134.5,218,-19,-81.8125,2
"Black Kite",2,139,126,139,112,110,121,27,12,29
"Brown Parrotbill",0,2641,2558,2677,2606.5,2562,2677,2.5,-119,96.6999999999999
"House Crow",0,1140,1007,1262,1196,658,1371,-53.5,-302,479.325
"Himalayan Prinia",1,1207,1198,1252.5,1288,1239,1352,-72,-152.225,-25.1000000000001
"Eurasian Jay",2,2676.5,2554,2677,2538,2455.125,2538,139,18.375,206
"White-browed Fulvetta",1,2729,2704.5,2763,2812,2768,2856,-80,-131,-26
"Rusty-cheeked Scimitar-Babbler",0,1343.75,1235.5,1458,1309,1268,1377.05,19,-98.5125,150.5125
"White-browed Wagtail",2,1198.5,1198,1206.6,259.5,258,1135.8,940,70.4,945
"Indian Peafowl",0,208,172,337.5,232,185,260,-15.5,-78.6,110
"Jungle Babbler",1,138,124,139,250,236.4625,258,-113,-130.5125,-103.425
"Eurasian Collared-Dove",2,139,139,139,112,110,123,27,16,29
"Purple Sunbird",1,139,139,139,226,151.45,250,-87,-111,-12.45
"Red-naped Ibis",0,139,139,149.45,123,111,141,16,-1.675,36.775
