"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff","elev_roundS","elev_roundW","maxTemp_June_mean","minTemp_June_mean","maxTemp_June_ci","minTemp_June_ci","tempRange_June","maxTemp_Jan_mean","minTemp_Jan_mean","maxTemp_Jan_ci","minTemp_Jan_ci","tempRange_Jan","ThermalRegime","Tree.name","Scientific","HWI","Diet"
"Mistle Thrush",1,2417,2309,2544,2630,2630,2630,-213,-321,-85.7000000000003,2400,2600,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,0.45910780669145,-11.1373923293136,0.068103353480913,0.0563813833800931,11.5965001360051,31.7275184949746,"Turdus_viscivorus","Turdus viscivorus",35.48908524,"omnivore"
"Gray-winged Blackbird",2,2035,2011,2054,1630,1574,1743,401.5,291.9875,469,2000,1600,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,28.1974422744449,"Turdus_boulboul","Turdus boulboul",26.4554695,"invertebrates"
"Tickell's Thrush",2,1600,1595,1607.6,1360,843.5,1365,245.5,230,756.9,1600,1400,26.4195904474947,15.6067514786296,0.0196456148452248,0.0223343614709647,10.8128389688651,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,32.9723803536383,"Turdus_unicolor","Turdus unicolor",29.99799249,"omnivore"
"White-collared Blackbird",2,2784,2737.5,2860,2173,2173,2176,611,564,687,2800,2200,17.7782168716741,7.22285614586059,0.0328881986443415,0.0399584556377819,10.5553607258135,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,26.3759185871793,"Turdus_albocinctus","Turdus albocinctus",24.90550183,"omnivore"
"Long-billed Thrush",2,2417,2417,2417,2173,2173,2174.0625,244,240.4875,244,2400,2200,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,29.1878278811662,"Zoothera_monticola","Zoothera monticola",24.38484938,"invertebrates"
"Himalayan Bluetail",2,2271,2173,2417,1952,1952,2001,313.5,206,465,2300,2000,21.2497724230254,10.6922445336903,0.0319295312743603,0.037291653644243,10.5575278893351,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,28.4727323123753,"Tarsiger_cyanurus","Tarsiger rufilatus",24.20172469,"invertebrates"
"Golden Bush-Robin",2,2135,1980.45,2255.875,1582.5,1477.425,1640,534,368.95,715.05,2100,1600,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,27.4579690200469,"Tarsiger_chrysaeus","Tarsiger chrysaeus",16.57522016,"invertebrates"
"Rufous-bellied Niltava",2,2362,2197,2417,871,745.4375,1015,1482.5,1230.975,1640.5,2400,900,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,14.3619287662177,1.62382447731592,0.0300012781986552,0.0141672933514139,12.7381042889017,18.9663016883451,"Niltava_sundara","Niltava sundara",18.11338347,"invertebrates"
"Small Niltava",2,2173,2038.9,2173,1254,1113,1332,910,756.925,1060,2200,1300,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,28.0606377895159,"Niltava_macgrigoriae","Niltava macgrigoriae",16.34040579,"invertebrates"
"Verditer Flycatcher",2,1922,1889,1943,602,602,690.575,1309,1219.9875,1341,1900,600,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,20.7951778480793,"Eumyias_thalassinus","Eumyias thalassinus",20.87373116,"invertebrates"
"Indian Robin",0,683,602,780,599,533.975,665.5125,87,-3,193.025,700,600,33.9750876189114,22.7355983119948,0.0313743902482196,0.0158341631548663,11.2394893069165,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,30.4944431934766,"Saxicoloides_fulicatus","Copsychus fulicatus",7.722208932,"invertebrates"
"Oriental Magpie-Robin",2,638,638,653,580,577.4375,599,58,39,73,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Copsychus_saularis","Copsychus saularis",18.59340096,"invertebrates"
"White-capped Redstart",2,1874,1748.9375,2010,1270,1254,1309,599,467.475,745,1900,1300,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,30.3734378189194,"Chaimarrornis_leucocephalus","Phoenicurus leucocephalus",19.9228806,"invertebrates"
"Plumbeous Redstart",2,1802,1694.9875,1865.5125,1080,1015,1143,716,601,815,1800,1100,25.0048428093645,14.3575451505017,0.022853791322713,0.0255990846015844,10.6472976588629,13.1852037037037,0.488657407407407,0.0389425375550695,0.0179902706131124,12.6965462962963,24.5161854019571,"Rhyacornis_fuliginosa","Phoenicurus fuliginosus",25.41461187,"invertebrates"
"White-winged Redstart",2,3491,3272,3540,3237,3237,3238,254,35,303,3500,3200,13.4815024420498,3.04181719513141,0.0299957975943992,0.0366574567327519,10.4396852469184,-3.73858105886222,-15.0251973035186,0.0611267849257413,0.0511869628254455,11.2866162446564,28.5066997455684,"Phoenicurus_erythrogastrus","Phoenicurus erythrogastrus",23.64279239,"invertebrates"
"Blue-fronted Redstart",2,2173,2146,2273.5,2023.5,1987,2046,150,117,254,2200,2000,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,29.1859821334605,"Phoenicurus_frontalis","Phoenicurus frontalis",23.22957052,"invertebrates"
"Blue-capped Redstart",2,2301,2108,2510,1945,1931,1952,356.25,162.9625,565.5,2300,1900,21.2497724230254,10.6922445336903,0.0319295312743603,0.037291653644243,10.5575278893351,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,27.9258904264876,"Phoenicurus_caeruleocephala","Phoenicurus coeruleocephala",20.16947176,"invertebrates"
"Brown Rock Chat",0,584,568.5,599,595,580,600.5125,-9,-24,11,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Cercomela_fusca","Oenanthe fusca",19.33094124,"invertebrates"
"Gray Bushchat",2,1877,1862,1917.5,827,827,846,1050,1032.9625,1086.1125,1900,800,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,15.0333780860744,2.16991124039681,0.0260219693770875,0.0135480323086813,12.8634668456776,22.1059110331173,"Saxicola_ferreus","Saxicola ferreus",18.27315103,"invertebrates"
"Pied Bushchat",2,827,791,827,368,329,398,459,420.9875,497.025,800,400,33.1288506004326,21.9737226821809,0.03330585812865,0.0161188466669687,11.1551279182517,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,27.9716004560074,"Saxicola_caprata","Saxicola caprata",11.2556987,"invertebrates"
"Siberian Stonechat",2,1694,1630,1732,666,602,1004.525,993.75,692.4125,1093,1700,700,25.7757393715342,15.0939595986269,0.0223864738989487,0.0241291240840639,10.6817797729073,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,22.9570497212946,"Saxicola_torquatus","Saxicola maurus",20.28591868,"invertebrates"
"Blue Rock-Thrush",2,3076,2880.775,3087.4,511,491.05,524.775,2577,2356.6,2585.55,3100,500,15.8326789264414,5.34004307488403,0.0320382888761308,0.0393782412025995,10.4926358515573,17.7348758070159,4.32065960627167,0.0201811620585231,0.0127904185067229,13.4142162007442,11.5120193201697,"Monticola_solitarius","Monticola solitarius",28.17086523,"omnivore"
"Chestnut-bellied Rock-Thrush",2,2122,2067,2173,1509,1405,1633.5,601.5,470.975,736.025,2100,1500,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,27.3840558137836,"Monticola_rufiventris","Monticola rufiventris",23.81022843,"invertebrates"
"Himalayan Rubythroat",2,1637,1434,1726,1040.5,844,1214,601,363.55,828.1125,1600,1000,26.4195904474947,15.6067514786296,0.0196456148452248,0.0223343614709647,10.8128389688651,13.745191806978,1.05044263148759,0.0354177270966883,0.0164659807924123,12.6947491754904,25.3691478160071,"Luscinia_pectoralis","Calliope pectoralis",15.32413401,"invertebrates"
"Rufous-gorgeted Flycatcher",2,2642.5,2249,2784,861,666,1123.5875,1763,1352,2106,2600,900,19.1826185510926,8.65074802792638,0.0319313165028291,0.0391370775628596,10.5318705231662,14.3619287662177,1.62382447731592,0.0300012781986552,0.0141672933514139,12.7381042889017,17.5587940737767,"Ficedula_strophiata","Ficedula strophiata",21.74575246,"invertebrates"
"Ultramarine Flycatcher",2,2121,2096,2160.875,1149,638,1365,969,756.425,1485.8625,2100,1100,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,13.1852037037037,0.488657407407407,0.0389425375550695,0.0179902706131124,12.6965462962963,22.3186420445109,"Ficedula_superciliaris","Ficedula superciliaris",25.92158385,"invertebrates"
"Slaty-blue Flycatcher",2,1730.5,1630,1921,871.5,775,1011,850,664.9625,1080.05,1700,900,25.7757393715342,15.0939595986269,0.0223864738989487,0.0241291240840639,10.6817797729073,14.3619287662177,1.62382447731592,0.0300012781986552,0.0141672933514139,12.7381042889017,24.1519148942183,"Ficedula_tricolor","Ficedula tricolor",17.20161655,"invertebrates"
"Red-breasted Flycatcher",0,580,575,638,486,403,591,100.75,-9.025,198,600,500,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,17.7348758070159,4.32065960627167,0.0201811620585231,0.0127904185067229,13.4142162007442,30.5968596409481,"Ficedula_parva","Ficedula parva",23.82910712,"invertebrates"
"Taiga Flycatcher",0,441,388,602,602,495.675,602,-116.5,-214,37,400,600,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,34.1038707873516,"Ficedula_albicilla","Ficedula albicilla",26.63375572,"invertebrates"
"Little Forktail",2,1901,1817,2142,1585.5,1550,1609,323,224.075,564,1900,1600,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,28.9264918416427,"Enicurus_scouleri","Enicurus scouleri",23.97678177,"invertebrates"
"Spotted Forktail",2,2173,2173,2173,1653,1613,1692,520,480,560,2200,1700,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,6.94363612358067,-5.17668339054661,0.0630589802083708,0.0502189904553621,12.1203195141273,27.1397056346572,"Enicurus_maculatus","Enicurus maculatus",25.41266044,"invertebrates"
"Blue Whistling-Thrush",2,2017,2009,2035,1603,1593,1614,413,396,436.5125,2000,1600,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,28.1974422744449,"Myophonus_caeruleus","Myophonus caeruleus",20.72113387,"invertebrates"
"Thick-billed Flowerpecker",2,658.75,638,665.775,602,602,651.6,53,8.1,62.775,700,600,33.9750876189114,22.7355983119948,0.0313743902482196,0.0158341631548663,11.2394893069165,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,30.4944431934766,"Dicaeum_agile","Dicaeum agile",29.15684093,"fruit"
"Pale-billed Flowerpecker",0,664,650,664,664,664,664,0,-14,0,700,700,33.9750876189114,22.7355983119948,0.0313743902482196,0.0158341631548663,11.2394893069165,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,31.1563979686718,"Dicaeum_erythrorhynchos","Dicaeum erythrorhynchos",20.98007246,"fruit"
"Fire-breasted Flowerpecker",2,2174,2173,2188,1391.5,1332,1514,782.5,660,842,2200,1400,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,28.5158121502542,"Dicaeum_ignipectus","Dicaeum ignipectus",23.28177999,"omnivore"
"Crimson Sunbird",0,664,638,664,656,653,664,4,-16.025,11,700,700,33.9750876189114,22.7355983119948,0.0313743902482196,0.0158341631548663,11.2394893069165,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,31.1563979686718,"Aethopyga_siparaja","Aethopyga siparaja",17.45259455,"omnivore"
"Green-tailed Sunbird",2,2417,2417,2417,1504,1383,1572,913,845,1034,2400,1500,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,25.1668825275263,"Aethopyga_nipalensis","Aethopyga nipalensis",18.29359049,"omnivore"
"Purple Sunbird",2,599,585.975,602,409,409,409,190,176.975,193,600,400,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,29.7602691027946,"Nectarinia_asiatica","Cinnyris asiaticus",17.7876848,"omnivore"
"European Goldfinch",2,2393,2191,2598,1613,1602,1613,769,578,985,2400,1600,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,25.2407957337896,"Carduelis_carduelis","Carduelis carduelis",33.3093077,"seeds"
"Fire-fronted Serin",2,3358,3263,3487.2875,2284,2131,2638.5,1038.5,668.4875,1273.025,3400,2300,14.0503919724051,3.61497334587645,0.0302095904080279,0.0376917133206809,10.4354186265287,2.5787505577867,-9.17784917447568,0.0704762637712097,0.0569180414339029,11.7565997322624,23.2282411468808,"Serinus_pusillus","Serinus pusillus",29.2253152,"seeds"
"Yellow-breasted Greenfinch",2,2173,2140.3625,2173,1745,1577,1842,428,330,596,2200,1700,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,6.94363612358067,-5.17668339054661,0.0630589802083708,0.0502189904553621,12.1203195141273,27.1397056346572,"Carduelis_spinoides","Chloris spinoides",34.53154145,"seeds"
"Red-headed Bullfinch",0,1942,1862,2173,1918,1862,2035.5,39,-132,278.225,1900,1900,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,30.9519402769763,"Pyrrhula_erythrocephala","Pyrrhula erythrocephala",16.61744027,"seeds"
"Pink-browed Rosefinch",0,2063,1943,2138,1947,1906,2009,117.25,-0.0249999999999986,203.0125,2100,1900,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,29.4834174553805,"Carpodacus_rodochroa","Carpodacus rodochroa",30.43364619,"seeds"
"Great Rosefinch",2,4360,4264,4422,3603,3558,3957,756,402,841.5,4400,3600,9.82333746655355,-0.935293349866214,0.0262371331075318,0.0232359901467726,10.7586308164198,-6.25582274867989,-17.2589696018267,0.0523724166196161,0.0440357947917034,11.0031468531469,27.0823070683802,"Carpodacus_rubicilla","Carpodacus rubicilla",30.95954568,"omnivore"
"Dark-breasted Rosefinch",2,2417,2417,2417,2174,2173,2271,243,146,244,2400,2200,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,29.1878278811662,"Carpodacus_nipalensis","Procarduelis nipalensis",26.10994646,"seeds"
"Plain Mountain-Finch",2,3665,3508,3950.2875,2138,2124.5,2173,1505,1370,1800,3700,2100,12.3802946081156,1.92270705947749,0.0272078666537833,0.0339758007834569,10.4575875486381,4.09719315728284,-7.86919946852682,0.0672487777898436,0.0556859096653147,11.9663926258097,20.2494940766424,"Leucosticte_nemoricola",NA,28.47331101,"seeds"
"Black-and-yellow Grosbeak",2,2652,2548,2760.5,2234,2181,2360,414,246.1,526.5,2700,2200,18.4698703906535,7.91922234392114,0.0329308446178263,0.0400501253423931,10.5506480467324,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,27.0675721061587,"Mycerobas_icterioides","Mycerobas icterioides",27.41389682,"omnivore"
"Spot-winged Grosbeak",2,2174,2174,2174,2035,2035,2035,139,139,139,2200,2000,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,29.1859821334605,"Mycerobas_melanozanthos","Mycerobas melanozanthos",36.29732182,"omnivore"
"Rock Bunting",2,2504,2417,2539,1987,1935,2028,512,411.975,578,2500,2000,19.8681162136832,9.32003748828491,0.0333885310926067,0.0393156683729168,10.5480787253983,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,27.0910761030331,"Emberiza_cia","Emberiza cia",20.83590614,"omnivore"
"White-capped Bunting",2,1616,1416.5,1784.5,1227,1068.5,1332,461.5,183.4875,668.025,1600,1200,26.4195904474947,15.6067514786296,0.0196456148452248,0.0223343614709647,10.8128389688651,12.5616765358993,-0.11119541080681,0.0408701599668271,0.0195692942942554,12.6728719467061,26.5307858583015,"Emberiza_stewarti","Emberiza stewarti",17.30016375,"seeds"
"Olive-backed Pipit",2,1695,1419,2155.5,1266,931,1332,431,109.8125,904.0125,1700,1300,25.7757393715342,15.0939595986269,0.0223864738989487,0.0241291240840639,10.6817797729073,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,31.8733549169395,"Anthus_hodgsoni","Anthus hodgsoni",25.89732612,"invertebrates"
"Paddyfield Pipit",0,387.5,325,416.075,342,287,397.0125,42,-28.5,100.0125,400,300,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,20.2658092246341,6.54549490237388,0.010205420824288,0.00805836920284432,13.7203143222603,31.0390203104125,"Anthus_rufulus","Anthus rufulus",21.5591577,"invertebrates"
"Upland Pipit",0,1913,1913,1913,1913,1802,1941.5,0,-28.5,111,1900,1900,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,30.9519402769763,"Anthus_sylvanus","Anthus sylvanus",20.07299122,"invertebrates"
"Russet Sparrow",2,1862,1862,1863,1804.25,1794.5,1814,58,48,69,1900,1800,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,6.10598662207358,-5.97294983277592,0.0644514697598433,0.0518815243689447,12.0789364548495,30.24877210629,"Passer_rutilans","Passer cinnamomeus",31.53067654,"seeds"
"Eurasian Tree Sparrow",0,941,905,1010,923,910,923,18,-18,95,900,900,32.2180233038592,21.2051731261879,0.0350487650186013,0.0164268078164792,11.0128501776713,14.3619287662177,1.62382447731592,0.0300012781986552,0.0141672933514139,12.7381042889017,30.5941988265433,"Passer_montanus","Passer montanus",22.83723871,"seeds"
"House Sparrow",2,1360,1327,1395,1219,1138,1254,134.25,91,223,1400,1200,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,12.5616765358993,-0.11119541080681,0.0408701599668271,0.0195692942942554,12.6728719467061,29.0027277104596,"Passer_domesticus","Passer domesticus",25.709883,"seeds"
"Baya Weaver",0,602,602,616,602,599,602,0,0,17,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Ploceus_philippinus","Ploceus philippinus",19.47737662,"seeds"
"Scaly-breasted Munia",0,602,590,623,602,602,648,-1,-46.025,19.5125,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Lonchura_punctulata","Lonchura punctulata",21.788624,"seeds"
"Indian Silverbill",0,339,314,381,333,299.5,403,8.5,-82.5,76,300,300,38.5914356119032,27.2289492494639,0.00934415416116112,0.00963930096723773,11.3624863624393,20.2658092246341,6.54549490237388,0.010205420824288,0.00805836920284432,13.7203143222603,32.0459407095293,"Lonchura_malabarica","Euodice malabarica",23.19087042,"seeds"
"Red Avadavat",1,275.25,272,328.45,364.5,279.2875,403,-62.25,-120.45,-7.28750000000001,300,400,38.5914356119032,27.2289492494639,0.00934415416116112,0.00963930096723773,11.3624863624393,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,33.434185467478,"Amandava_amandava","Amandava amandava",13.5032047,"seeds"
"Rufous-breasted Accentor",2,1987,1917.5,2067.6125,1795,1745.975,1873.5,192,79.45,302,2000,1800,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,6.10598662207358,-5.97294983277592,0.0644514697598433,0.0518815243689447,12.0789364548495,29.5197225390922,"Prunella_strophiata","Prunella strophiata",16.25903298,"invertebrates"
"Alpine Accentor",2,3094,2945.2,3575.625,2734.5,2695,2771.5,359.5,183.325,840.475,3100,2700,15.8326789264414,5.34004307488403,0.0320382888761308,0.0393782412025995,10.4926358515573,-0.327026286966046,-11.8718510405257,0.0677731651669995,0.0568063857053669,11.5448247535597,27.7045299669671,"Prunella_collaris","Prunella collaris",27.64230863,"invertebrates"
"Robin Accentor",2,4187,4183,4232,3619,3573,3690,574,497,638,4200,3600,9.9832898062342,-0.476347935973041,0.0193664774154063,0.0244393705939975,10.4596377422072,-6.25582274867989,-17.2589696018267,0.0523724166196161,0.0440357947917034,11.0031468531469,27.2422594080609,"Prunella_rubeculoides","Prunella rubeculoides",16.39896667,"omnivore"
"Red-wattled Lapwing",2,414,403,441,388,388,403,21,6,48,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Vanellus_indicus","Vanellus indicus",43.2386972,"invertebrates"
"Koklass Pheasant",2,2473.25,2384,2618,2324,2234,2417,147,13.975,291.6,2500,2300,19.8681162136832,9.32003748828491,0.0333885310926067,0.0393156683729168,10.5480787253983,2.5787505577867,-9.17784917447568,0.0704762637712097,0.0569180414339029,11.7565997322624,29.0459653881589,"Pucrasia_macrolopha","Pucrasia macrolopha",28.8286769,"omnivore"
"Kalij Pheasant",2,1855.5,1787,1913,1745,1667,1795,116,21,214.025,1900,1700,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,6.94363612358067,-5.17668339054661,0.0630589802083708,0.0502189904553621,12.1203195141273,29.4525056640607,"Lophura_leucomelanos","Lophura leucomelanos",17.7587268,"omnivore"
"Himalayan Monal",2,2868,2860,2893,2670,2651,2740,200,125.5,233,2900,2700,17.1327012147164,6.59523726295552,0.0321389244120375,0.039348961009504,10.5374639517609,-0.327026286966046,-11.8718510405257,0.0677731651669995,0.0568063857053669,11.5448247535597,29.0045522552421,"Lophophorus_impejanus","Lophophorus impejanus",21.09188816,"omnivore"
"Red Junglefowl",1,457,443,533.05,602,602,602,-145,-159,-68.95,500,600,36.562360461788,25.090897815094,0.0172640392963805,0.0151420040932137,11.471462646694,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,33.0817160363532,"Gallus_gallus","Gallus gallus",23.21714883,"omnivore"
"Black Francolin",0,1513.5,1498,1561,1542,1542,1719.05,-44,-198.5625,17,1500,1500,27.3748386704006,16.6901984658468,0.022558936362611,0.0197416698387654,10.6846402045538,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,31.9515950322659,"Francolinus_francolinus","Francolinus francolinus",24.76331799,"seeds"
"Chukar",2,3540,3540,3540,3332.5,3264,3455.5,207.5,84.5,276,3500,3300,13.4815024420498,3.04181719513141,0.0299957975943992,0.0366574567327519,10.4396852469184,-4.38207220573689,-15.5559099901088,0.0606485577097667,0.0503181238429502,11.1738377843719,29.0374124321586,"Alectoris_chukar","Alectoris chukar",28.94734505,"seeds"
"Indian Peafowl",0,386,381,388,388,388,406,-2,-22,0,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Pavo_cristatus","Pavo cristatus",28.71360931,"omnivore"
"Hill Partridge",0,2173,2158,2173,2162.5,2139,2173,10.5,-15,28.1124999999999,2200,2200,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,30.5607239596158,"Arborophila_torqueola","Arborophila torqueola",25.19798408,"omnivore"
