"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff","elev_roundS","elev_roundW","maxTemp_June_mean","minTemp_June_mean","maxTemp_June_ci","minTemp_June_ci","tempRange_June","maxTemp_Jan_mean","minTemp_Jan_mean","maxTemp_Jan_ci","minTemp_Jan_ci","tempRange_Jan","ThermalRegime","Tree.name","Scientific","HWI","Diet"
"Eurasian Hoopoe",2,1609,1585,1655.5125,421,404.975,441,1189,1151,1237.5125,1600,400,26.4195904474947,15.6067514786296,0.0196456148452248,0.0223343614709647,10.8128389688651,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,21.2623403030695,"Upupa_epops","Upupa epops",21.7746589,"invertebrates"
"Green Bee-eater",1,372,368.5,381,653,647.9375,664,-281,-292,-267,400,700,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,34.7658255625468,"Merops_orientalis","Merops orientalis",35.33244734,"invertebrates"
"Blue-bearded Bee-eater",0,559.5,403,602,535,436,602,0,-193.5375,141.0375,600,500,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,17.7348758070159,4.32065960627167,0.0201811620585231,0.0127904185067229,13.4142162007442,30.5968596409481,"Nyctyornis_athertoni","Nyctyornis athertoni",25.17546249,"invertebrates"
"Indian Roller",2,335.5,326,368,279,272,310,55.5,29,96,300,300,38.5914356119032,27.2289492494639,0.00934415416116112,0.00963930096723773,11.3624863624393,20.2658092246341,6.54549490237388,0.010205420824288,0.00805836920284432,13.7203143222603,32.0459407095293,"Coracias_benghalensis","Coracias benghalensis",28.50438198,"omnivore"
"White-throated Kingfisher",2,443,417,472.5125,403,388,403.0125,43,16.4875,73.0125,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Halcyon_smyrnensis","Halcyon smyrnensis",20.24597458,"vertebrates"
"Coppersmith Barbet",0,591,580,601,580,554.95,599,11,-13,40.0624999999999,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Megalaima_haemacephala","Psilopogon haemacephalus",25.0825522,"fruit"
"Brown-headed Barbet",0,602,602,602,602,590.5,602,0,0,11.5,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Megalaima_zeylanica","Psilopogon zeylanicus",17.9836947,"fruit"
"Blue-throated Barbet",2,1275,1248,1309,1187,1134.1625,1248,82,6.4875,156,1300,1200,29.6548734226214,18.214364790586,0.0189297806672846,0.0105403264791269,11.4405086320353,12.5616765358993,-0.11119541080681,0.0408701599668271,0.0195692942942554,12.6728719467061,29.7660688334282,"Megalaima_asiatica","Psilopogon asiaticus",17.49884742,"fruit"
"Lineated Barbet",0,388,386,421.075,441,393,446,-43,-56,3.5,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Megalaima_lineata","Psilopogon lineatus",18.99310168,"fruit"
"Great Barbet",2,1913,1887,1913,1795,1747.4875,1811.5625,118,92.9875,156,1900,1800,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,6.10598662207358,-5.97294983277592,0.0644514697598433,0.0518815243689447,12.0789364548495,30.24877210629,"Megalaima_virens","Psilopogon virens",21.67202429,"fruit"
"Himalayan Flameback",1,421,388,477,579,486,602,-143.5,-207.5,-40,400,600,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,34.1038707873516,"Dinopium_shorii","Dinopium shorii",22.24073943,"invertebrates"
"Black-rumped Flameback",0,440,395.475,486.025,404.25,388,438,32,-16.0125,89,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Dinopium_benghalense","Dinopium benghalense",20.69691878,"invertebrates"
"Scaly-bellied Woodpecker",2,2040,1960.5,2115,1913,1913,1952,123,41.975,198,2000,1900,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,30.2228907097785,"Picus_squamatus","Picus squamatus",23.45152733,"invertebrates"
"Greater Yellownape",0,1365,1332,1365,1365,1348.5,1383,0,-37,18,1400,1400,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,35.4443222057964,"Picus_flavinucha","Chrysophlegma flavinucha",23.75209001,"invertebrates"
"Gray-headed Woodpecker",0,1542,1498,1614,1498,1415,1542,44,-18.05,150.0125,1500,1500,27.3748386704006,16.6901984658468,0.022558936362611,0.0197416698387654,10.6846402045538,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,31.9515950322659,"Picus_canus","Picus canus",25.20374788,"invertebrates"
"Streak-throated Woodpecker",0,412,388,487.65,417,388,441.775,-5,-44.3875,75.0374999999999,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Picus_xanthopygaeus","Picus xanthopygaeus",22.34897824,"invertebrates"
"Lesser Yellownape",0,1332,1246,1365,1255,1109,1302.3625,73,-36.0125,219,1300,1300,29.6548734226214,18.214364790586,0.0189297806672846,0.0105403264791269,11.4405086320353,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,35.7524889680267,"Picus_chlorolophus","Picus chlorolophus",23.79629568,"invertebrates"
"Greater Flameback",0,641,602,775,600,489,620.075,62,0,220.275,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Chrysocolaptes_lucidus","Chrysocolaptes guttacristatus",19.87077838,"invertebrates"
"Himalayan Woodpecker",2,2197.5,2173,2233,2100,2074.4875,2111,98,64,139.0125,2200,2100,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,4.09719315728284,-7.86919946852682,0.0672487777898436,0.0556859096653147,11.9663926258097,29.8322217126374,"Dendrocopos_himalayensis","Dendrocopos himalayensis",26.72783541,"invertebrates"
"Gray-capped Woodpecker",0,602,601,630,602,602,602,0,-1,28,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Dendrocopos_canicapillus",NA,28.28540051,"invertebrates"
"Rufous-bellied Woodpecker",0,2186,2173,2236.8875,2173,2152.9125,2215,13,-20.5125,98.5,2200,2200,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,30.5607239596158,"Dendrocopos_hyperythrus","Dendrocopos hyperythrus",28.96104642,"invertebrates"
"Brown-capped Woodpecker",0,438,388,602,438,395.5,446,5,-50,172.5,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Dendrocopos_nanus",NA,27.36251687,"invertebrates"
"Fulvous-breasted Woodpecker",2,1013,867,1221.05,666,628.5,769.025,346,184.975,555.05,1000,700,31.2243186946711,20.4364086096164,0.0356604414552322,0.0182958567026918,10.7879100850547,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,28.4056290444315,"Dendrocopos_macei","Dendrocopos macei",25.1325589,"invertebrates"
"Brown-fronted Woodpecker",0,1764.5,1710.5,1810,1767.5,1719.975,1795,-2,-74.5,67,1800,1800,25.0048428093645,14.3575451505017,0.022853791322713,0.0255990846015844,10.6472976588629,6.10598662207358,-5.97294983277592,0.0644514697598433,0.0518815243689447,12.0789364548495,30.9777926421404,"Dendrocopos_auriceps","Dendrocoptes auriceps",31.49716659,"invertebrates"
"Speckled Piculet",0,1346,1256.4375,1388,1333,1265,1428,2.5,-106,90.5125,1300,1300,29.6548734226214,18.214364790586,0.0189297806672846,0.0105403264791269,11.4405086320353,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,35.7524889680267,"Picumnus_innominatus","Picumnus innominatus",10.66356147,"invertebrates"
"Shikra",0,637,602,653,602,575,602,35,0,63.0624999999999,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Accipiter_badius","Accipiter badius",32.93687093,"vertebrates"
"Plum-headed Parakeet",2,664.5,664,680.5375,602,602,602,62.5,62,78.0125,700,600,33.9750876189114,22.7355983119948,0.0313743902482196,0.0158341631548663,11.2394893069165,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,30.4944431934766,"Psittacula_cyanocephala","Psittacula cyanocephala",50.43591699,"fruit"
"Slaty-headed Parakeet",2,1630,1584.975,1637,1415,1382,1451,212,158,248,1600,1400,26.4195904474947,15.6067514786296,0.0196456148452248,0.0223343614709647,10.8128389688651,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,32.9723803536383,"Psittacula_himalayana","Psittacula himalayana",47.6475879,"omnivore"
"Rose-ringed Parakeet",0,602,602,602,602,602,602,0,0,0,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Psittacula_krameri","Psittacula krameri",47.72960483,"fruit"
"Red-breasted Parakeet",0,434,388,442,442,434,472.8,-17.5,-69.5,1,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Psittacula_alexandri","Psittacula alexandri",51.80110405,"omnivore"
"Large Cuckooshrike",0,477,388,590.3,527,454,601,-69,-203.2,93,500,500,36.562360461788,25.090897815094,0.0172640392963805,0.0151420040932137,11.471462646694,17.7348758070159,4.32065960627167,0.0201811620585231,0.0127904185067229,13.4142162007442,32.2417008555163,"Coracina_macei","Coracina macei",30.37520607,"invertebrates"
"Long-tailed Minivet",2,1974,1943,2035,1011,871.5,1109,965,865.425,1102.0125,2000,1000,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,13.745191806978,1.05044263148759,0.0354177270966883,0.0164659807924123,12.6947491754904,22.4963300748287,"Pericrocotus_ethologus","Pericrocotus ethologus",31.24588004,"invertebrates"
"Scarlet Minivet",2,1401.5,1365,1498,666,602.5,707.5875,737.5,678.8875,832,1400,700,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,26.0728426494132,"Pericrocotus_flammeus","Pericrocotus speciosus",27.33760301,"invertebrates"
"Small Minivet",0,486,421,596.525,440,434,595,40.5,-137,153,500,400,36.562360461788,25.090897815094,0.0172640392963805,0.0151420040932137,11.471462646694,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,31.4051103173628,"Pericrocotus_cinnamomeus","Pericrocotus cinnamomeus",22.4781892,"invertebrates"
"Bar-winged Flycatcher-shrike",0,616,602,685,602,602,602,14,0,83,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Hemipus_picatus","Hemipus picatus",15.2918254,"invertebrates"
"Common Woodshrike",0,403,388,514,441,418.9875,591,-46,-191,51.5749999999999,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Tephrodornis_pondicerianus","Tephrodornis pondicerianus",17.31316744,"invertebrates"
"Common Iora",0,388,388,443.0375,396,384.9875,447.5,0,-53,53,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Aegithina_tiphia","Aegithina tiphia",9.442634919,"invertebrates"
"Himalayan Shrike-Babbler",0,2085,2069,2149,2010,1909,2092.5,76,-5.025,191,2100,2000,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,30.0302593412682,"Pteruthius_flaviscapis","Pteruthius ripleyi",19.68423778,"invertebrates"
"Green Shrike-Babbler",0,2417,2295,2417,2417,2288.05,2417,0,-119.8,124,2400,2400,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,1.99117754616932,-9.74692814042787,0.0698936441465475,0.0567109994181187,11.7381056865972,30.3370543060889,"Pteruthius_xanthochlorus","Pteruthius xanthochlorus",16.45492224,"invertebrates"
"Red-billed Chough",2,3540,3540,3540,3263,3263,3277,277,263,286.5,3500,3300,13.4815024420498,3.04181719513141,0.0299957975943992,0.0366574567327519,10.4396852469184,-4.38207220573689,-15.5559099901088,0.0606485577097667,0.0503181238429502,11.1738377843719,29.0374124321586,"Pyrrhocorax_pyrrhocorax","Pyrrhocorax pyrrhocorax",38.08226878,"invertebrates"
"Yellow-billed Chough",2,4162,4120.4875,4162,3358,3296.9875,3422,804,739.9875,855.15,4200,3400,9.9832898062342,-0.476347935973041,0.0193664774154063,0.0244393705939975,10.4596377422072,-4.98234556287237,-16.1015130134838,0.0582462166813521,0.0480194119193802,11.1191674506115,26.084802819718,"Pyrrhocorax_graculus","Pyrrhocorax graculus",35.92893067,"invertebrates"
"Gray Treepie",2,1498,1423.975,1498,1292,1248,1332,198,125.9875,250,1500,1300,27.3748386704006,16.6901984658468,0.022558936362611,0.0197416698387654,10.6846402045538,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,33.4724542158059,"Dendrocitta_formosae","Dendrocitta formosae",15.79692104,"omnivore"
"Rufous Treepie",0,602,599,602,591,580,602,11,0,22,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Dendrocitta_vagabunda","Dendrocitta vagabunda",14.95803233,"omnivore"
"Red-billed Blue-Magpie",1,1498,1498,1498,1573,1542,1635,-75,-139,-44,1500,1600,27.3748386704006,16.6901984658468,0.022558936362611,0.0197416698387654,10.6846402045538,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,32.0255082385292,"Urocissa_erythrorhyncha","Urocissa erythroryncha",19.62280616,"omnivore"
"Yellow-billed Blue-Magpie",2,2158,2125,2173,1861,1810,1862,300.75,276,354.05,2200,1900,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,28.6391402475728,"Urocissa_flavirostris","Urocissa flavirostris",12.78680638,"invertebrates"
"Eurasian Jay",2,2158,2158,2173,2108,2100,2117,58,38.475,73,2200,2100,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,4.09719315728284,-7.86919946852682,0.0672487777898436,0.0556859096653147,11.9663926258097,29.8322217126374,"Garrulus_glandarius","Garrulus glandarius",17.50926634,"omnivore"
"Black-headed Jay",2,2035,2032,2046,1952,1944,1974,83,58.4875,94,2000,2000,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,30.7697325956662,"Garrulus_lanceolatus","Garrulus lanceolatus",17.05094153,"omnivore"
"Large-billed Crow",2,1368,1323,1413,1192.5,1111,1248,177.25,103,266,1400,1200,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,12.5616765358993,-0.11119541080681,0.0408701599668271,0.0195692942942554,12.6728719467061,29.0027277104596,"Corvus_macrorhynchos","Corvus macrorhynchos",38.03851875,"omnivore"
"House Crow",0,580,580,583.5125,580,575,591,0,-11,6.52499999999998,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Corvus_splendens","Corvus splendens",36.62683518,"omnivore"
"Common Raven",2,4211,3820.525,4312.7625,3220,3199.5,3244.5,991,581.7625,1090.575,4200,3200,9.9832898062342,-0.476347935973041,0.0193664774154063,0.0244393705939975,10.4596377422072,-3.73858105886222,-15.0251973035186,0.0611267849257413,0.0511869628254455,11.2866162446564,25.0084871097528,"Corvus_corax","Corvus corax",33.33172662,"omnivore"
"Carrion Crow",0,3240,3237,3244,3237,3237,3237,3,0,7,3200,3200,15.2319796119697,4.73911542255837,0.0314819104263831,0.0389456442609347,10.4928641894114,-3.73858105886222,-15.0251973035186,0.0611267849257413,0.0511869628254455,11.2866162446564,30.2571769154883,"Corvus_corone","Corvus corone",37.59780388,"omnivore"
"Eurasian Jackdaw",0,1604.5,1598,1615,1602,1600,1602,3,-4,13,1600,1600,26.4195904474947,15.6067514786296,0.0196456148452248,0.0223343614709647,10.8128389688651,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,31.0702600156233,"Corvus_monedula","Corvus monedula",41.10772243,"omnivore"
"Eurasian Nutcracker",0,2463,2309,2510,2434,2309,2499,17,-185,201,2500,2400,19.8681162136832,9.32003748828491,0.0333885310926067,0.0393156683729168,10.5480787253983,1.99117754616932,-9.74692814042787,0.0698936441465475,0.0567109994181187,11.7381056865972,29.6150443541111,"Nucifraga_caryocatactes","Nucifraga caryocatactes",22.95651226,"seeds"
"Eurasian Magpie",2,3286,3272,3307.5125,3263,3263,3263,23,9,44.5125,3300,3300,14.6274480712166,4.17065611605671,0.0315891136744542,0.0390317608031205,10.4567919551599,-4.38207220573689,-15.5559099901088,0.0606485577097667,0.0503181238429502,11.1738377843719,30.1833580613254,"Pica_pica","Pica pica",21.68592065,"omnivore"
"Long-tailed Shrike",2,1589,1580,1602,638,602,666,956,917.4875,996,1600,600,26.4195904474947,15.6067514786296,0.0196456148452248,0.0223343614709647,10.8128389688651,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,22.9389460220599,"Lanius_schach","Lanius schach",19.99957577,"invertebrates"
"Gray-backed Shrike",2,2090.5,1870.825,2428,1620.5,1406.875,1823,439,184.9,829.6,2100,1600,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,27.4579690200469,"Lanius_tephronotus","Lanius tephronotus",20.3383384,"invertebrates"
"Bay-backed Shrike",0,368,326,386.675,326,326,344.9,42,-3.15,60.675,400,300,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,20.2658092246341,6.54549490237388,0.010205420824288,0.00805836920284432,13.7203143222603,31.0390203104125,"Lanius_vittatus","Lanius vittatus",22.85935807,"invertebrates"
