"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"Gray-headed Canary-Flycatcher",2,515,454.04375,515,122.575,93.4,141.605,390,331.67625,421.0075
"Nepal Fulvetta",0,408.25,244.51625,475.88125,489,344.495,489,-76,-236.83,59.26375
"Russet Sparrow",0,1235.75,1201.3975,1320.61,1303.5,1268,1402,-68.3000000000001,-174.225,22.6400000000001
"White-tailed Nuthatch",0,1103,959.9,1368.31625,1301,614.94,1413.76875,-127.6,-385.03375,498.31875
"Gray-sided Bush Warbler",2,2316,2157.85,2443,489,489,697.3,1816.1,1603.1675,1948.555
"Nepal House-Martin",0,807.8,381.2,916.5,403.7,226.25,612.15,377.75,-85.6275,654.425
"Himalayan Bulbul",0,439.5,359.19125,475.6025,430.725,373.39,523.435,-2.79999999999995,-114.71875,77.0225
"Oriental Turtle-Dove",2,1026,906,1158.35,308.7,180.85875,545.55125,708.975,448.0325,908.095
"Rufous Sibia",2,1396.8,1349.65,1468.1,653.95,569.58875,730.62125,750.025,650.38,883.6225
"Large Niltava",2,877.4,512.48625,1084,293.025,142,489,537.875,139.7225,891.9025
"Lineated Barbet",0,75.5,75,99,81.975,72.275,109.28125,-3.22499999999999,-33.0625,21.59375
"White-rumped Shama",2,166.5,166.5,166.5,125,125,125,41.5,41.5,41.5
"Greater Necklaced Laughingthrush",2,265.15,260.02,270.28,153,142.55,163.45,112.15,106.83,117.47
"Greater Yellownape",2,243,177.25,353.13375,142.4,126.295,219.4025,92.975,6.89625000000001,198.31625
"Red Junglefowl",0,144.2,119.45,187.4,122.525,97.5675,142,22.975,-6.99375,67.695
"Black-crested Bulbul",2,166.575,151.4,202.915,125,112.99625,142,41.1,19.19875,78.50375
"Common Green-Magpie",2,431.5,316.2,453,257,222.6825,384.8475,159.475,7.63125000000004,218.025
"Oriental Magpie-Robin",1,52,46,75.15375,110,102,112,-57,-64.95125,-28.695
"Common Myna",0,86.8,81.89875,99,102,81.0975,108.4025,-9.89999999999999,-22.4075,15.00125
"Common Tailorbird",0,101.7,51.6975,137,118.525,104.23875,140.005,-17.675,-67.9025,25
"Ibisbill",2,1222.5,1222.4525,1222.5475,1197.7,1196.465,1198.935,24.8,23.5175,26.0824999999999
"Red-wattled Lapwing",0,82,77.94625,109.60125,81.3,55.6,106.8,3.2,-24.85125,38.4625
"Rufous-gorgeted Flycatcher",2,2169.6,1667.55,2436.2,489,410,489,1683,1178.55,1948.4
"Whiskered Yuhina",2,1246,1078.5,1336.055,489,489,492.01875,754.4,589.5,847.055
"Barred Cuckoo-Dove",0,529,433.36,738.55,319.75,142,519.1975,230.65,-7.64250000000001,523.43
"Striated Yuhina",2,442,390.31,511.745,312.55,211.055,403,125.4,20.035,229.135
"Scarlet Minivet",2,409,313.4,437.0075,128.75,124.5275,142,275.325,177.38,307.50625
"Barn Swallow",2,320.3,200.2825,665.05625,117.875,106.135,141.2575,204.35,75.9575,549.6975
"Rufous-bellied Niltava",2,1670.4,1500.75,1739,202.8,127.2725,359.1125,1454.2,1225.55875,1587.48875
"White-collared Blackbird",2,2332,2305.84125,2378.50375,1563.5,1332.93125,1783.75375,761.15,556.265,1004.15875
"Blue-fronted Redstart",2,1952.6,1423.95,2404.4,1067,898,1074,906.35,361.2625,1356.23875
"Black-chinned Yuhina",0,510.3,439,620.3,638.5,499.7,709.7,-123,-224.85375,45.1049999999999
"Yellow-bellied Warbler",0,392.65,336,442.35,224.65,145.04375,489,146.925,-100.6525,273.57375
"Cattle Egret",0,58.3,46,81.70125,70,46,95.5025,-6.2,-39.80625,28.505
"Gray-backed Shrike",2,479.9,381.37125,569.27625,132.6,118,142,349.225,252.09375,441.05875
"Gray-headed Woodpecker",0,202.8,150.65,306,250,146.9125,335.17,-50.4,-150.9875,93.7274999999999
"Mountain Imperial-Pigeon",2,270.3,153.7,357.6,136.9,104,142,135.85,18.85,221.75
"Long-tailed Broadbill",2,317,222.25,440,143.5,136.07,218.27625,175,68.13,297.22375
"Gray Treepie",1,409,337.28,440,518.5,489,647.7075,-116.75,-258.1375,-59
"Red-whiskered Bulbul",0,99.8,78.75,137,86.8,76,123.505,9.10000000000001,-34.15875,51.605
"Rufous-necked Laughingthrush",1,174.8,162,195.04,243,214.5,306.865,-67.65,-129.31,-28.3
"Chestnut-tailed Starling",0,46,44,78.6075,80.25,66.91625,99.46125,-33,-52.75375,1.11499999999998
"Velvet-fronted Nuthatch",2,189.55,164.3125,238.70625,118.25,95,145.5875,71.2,44.23125,130.4875
"Great Myna",2,171.8,166.86,176.74,99.725,88.58625,110.86375,72.075,55.99625,88.15375
"Bar-winged Flycatcher-shrike",0,357,197,477.02,489,353.7,557.5,-130.4,-303.4875,30.3249999999997
"Greenish Warbler",2,515,515,531.5375,94.7,76.9,140.15,421,374.85,447.4
"Lesser Yellownape",2,352,251.5275,440,142,126.4,221.405,198.8,86.56,295.71
"Black Eagle",0,625.2,458.4775,951.5375,521.9,337,750.05,95.425,-251.4125,469.15375
"Collared Owlet",2,663,651.6,707.36625,434,258,489,236.85,165,405.285
"Himalayan Cutia",2,1082,1074.2,1190.81,489,489,489,593,585.2,701.81
"Chestnut-headed Tesia",2,1739,1739,1739,531,370.3025,751.22875,1208,987.77125,1368.6975
"Chestnut-bellied Rock-Thrush",2,1083.3,481.6,1383.225,382.7,178,547.75,687.25,88.61875,1116.10625
"Darjeeling Woodpecker",0,1374.7,1292.7,1777.0625,1613.6,1607.45,1739,-269.3,-388.6275,166.947499999999
"Short-billed Minivet",2,970.2,970.2,970.2,125.9,125.9,125.9,844.3,844.3,844.3
"Stripe-throated Yuhina",2,1739,1739,1739,881.2,848.71125,974.5,857.8,764.5,890.28875
"Whistler's Warbler",2,1739,1739,1739,306.8,162,489,1430.75,1250,1577
"Yellow-browed Tit",0,1573.7,1500,1739,1440.3,1369.45,1640.66,135.2,-6.04000000000004,352.29
"Fire-tailed Sunbird",2,2178.35,2017.32,2403.5075,907.5,447.5,1183.5,1341.65,963.645,1836.925
"Red-billed Chough",2,2266,2262.6,2310.1,2185,1854,2262.605,98.3000000000002,4,423.4
"Rufous-vented Tit",0,2617.5,2552.5,3182.3,2619.25,2425.7875,2739.8075,43.9000000000001,-167.5,560.0675
"Eurasian Nutcracker",2,2460.35,2359.45,2524,1811.8,1490.8,2356.75125,632.05,76.8775000000001,986.40625
"Fulvous-breasted Woodpecker",1,44.9,44,63.85,80.25,46,118.985,-35.5,-74.74,-0.459999999999995
"Snow Pigeon",2,3110.875,3044.65,3418,2114,2057.35,2219.5,991.25,898.925,1286.84375
"Rufous-breasted Accentor",2,2362.5,1972.4,2565.5,1544.125,1451.15625,1662.29375,851.375,351.675,1018.475
"Yellow-billed Blue-Magpie",0,2024.4,1819.75,2089.275,1945.95,1903,2104.205,43.3999999999999,-193.63,178
"Black-faced Warbler",0,1413.5,789.8,1739,1073,782.1,1361.56,493.5,-300.46,939.54
"White-throated Laughingthrush",2,1701,1511.4225,1910.6475,1366.4,1184.2,1571.655,348.075,96.8487499999999,619.275
"Dark-breasted Rosefinch",2,2448.8,2270.41,2811.8,1458.15,1362.0275,1632.86875,1028,802.63125,1387.805
"Red-headed Bullfinch",2,2388,2386,2484.5375,2040.7,1935,2174.91,346.3,217.635,509.42875
"Red-billed Leiothrix",2,1394.85,1326.47,1457.8175,948,873.1,1070.90375,450.15,283.095,547.69125
"Scaly-breasted Munia",0,70.35,52,122.32625,93.15,44.64875,119.46375,-12.35,-57.015,65.30125
"Rufous Treepie",1,44,44,46,77,48.2925,108.06,-33,-64.06,-4.2
"Green-billed Malkoha",0,101.25,88.765,137.9075,125.9,97.7925,151.3475,-26.9,-53.665,25.5125
"Long-tailed Shrike",2,381.975,129.2,914.165,107.4,81.39875,110,280.35,24.34375,818.27625
"Himalayan White-browed Rosefinch",2,3509.4,3387,3667.95,2564.2,2309.2675,2898.15,998.9,546.1175,1310.32
"Indian Pond-Heron",0,75,69.8,86.4625,52.8,44.275,80.9125,22.7,-5.85,39.6
"Red-faced Liocichla",0,872,732.95,1079.5,684.05,559.2,830,147.8,-66.7499999999999,386.8
"Black Drongo",1,44,44,46,79.1,46.39875,87,-34.9,-42.65875,-2.1
"House Sparrow",0,108.775,86.65,121,108,82.185,112,0.200000000000003,-22.00125,24.16125
"Jungle Myna",1,44,44,44,73,46,85.85375,-29,-41.85375,-2
"White-breasted Waterhen",1,44,44,44,73.95,45,96.1375,-28.25,-52.1375,-1
"Coal Tit",0,2316,1915,2522.85,2338.8,2270.9,2449.9275,-24,-428.03125,192.8375
"Eurasian Hoopoe",2,1207,1198.4975,1217.85,81.5,75,107.87,1123.2,1099.095,1134.9375
"Black-faced Laughingthrush",0,1739,1739,2465.7125,1739,1402.9325,1778,58.2,-25.5999999999999,788.3175
"Spotted Laughingthrush",0,1739,1739,2309.62875,2344.6,2140,2507.115,-549.6,-765.41625,7.6512500000003
"Cinereous Tit",0,75,72.525,102.495,52.85,45.45,97.4675,24.5,-20.8175,46.865
"Kalij Pheasant",2,905.3,755.95,1082.3175,489,233.2125,544.75,434.175,262.9,702.81
"Hoary-throated Barwing",0,1739,1608.1,1739,1592.95,1469.3,1739,82.9499999999999,-119,267.3625
"Gray-winged Blackbird",2,1442.325,1381,1595.8775,387.925,121.15,1148.95,1059.275,299.7175,1407.82
"Crimson Sunbird",0,127.2,47,182.00125,139.05,102,185.9175,-13,-98.80125,51.87125
"Rose-ringed Parakeet",1,44,44,46,77.5,46.8125,105.94375,-33.2,-61.8875,-2.30625
"Black Kite",1,44,44,46.25125,64,46,84.2,-19.375,-39.75,-0.648750000000007
"Brown Parrotbill",1,2319.75,2272.2,2428.64,2453,2420.5,2520.9,-140.1,-227.34,-13.5599999999999
"House Crow",0,108.05,86,112.85,102,85,109.50125,3.14999999999999,-22,24.45
"Himalayan Prinia",0,743.6,512,1072.4,806.2,623.95,1112.75,-68.2,-494.035,319.66
"Eurasian Jay",0,1789.3,1598.2,2220.6875,1836,1668.09375,1959.04375,-34.0249999999999,-296.55625,424.31875
"White-browed Fulvetta",0,2067.85,1844.6,2366.0075,2217,2021.90375,2303.75125,-149.075,-411.66,181.11625
"Rusty-cheeked Scimitar-Babbler",0,695,613.2,926.4,655.4,575.5,785.05,46.2,-121.57,280.41
"White-browed Wagtail",0,112.5,93.15,193.7,109,85.045,112,5.55000000000001,-17.435,87.815
"Indian Peafowl",0,98.3,96,102.295,95.3,74.4,115.12,2.64999999999999,-17.46,24.8
"Jungle Babbler",1,44,44,44,81.225,46.35,110,-37.225,-66,-2.34999999999999
"Eurasian Collared-Dove",0,46,44,78,58.325,46.29875,81,-9.65,-35,22.10125
"Purple Sunbird",0,47,47,62.245,60,48.035,77.3775,-13,-29.9275,8.59250000000001
"Red-naped Ibis",2,95.175,88.99,113.20875,90.45,73.595,102.6075,8.575,1.01500000000001,22.09
