"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"Green-backed Tit",2,2548,2514.15,2598.5,2499,2499,2499,49,15.1499999999992,99.5
"Oriental Turtle-Dove",2,3512,3487,3538,2284.75,2194.7125,2312,1233.475,1175.75,1318.8075
"Ultramarine Flycatcher",2,2738,2719.6575,2738,2025.85,1982.155,2031.15,712.15,688.5075,755.845
"Common Rosefinch",2,4091.9,3995.92875,4211,2950.19999999999,2844,3201.3275,1155.30000000001,866.050000000002,1367
"Great Barbet",0,2483.95,2417,2499,2417,2417,2417,66.9499999999998,0,82
"Ashy Drongo",2,2485.9,2417,2499,1630.6,1450.12875,1870,852.249999999999,619.705000000001,1027.77375
"Eurasian Sparrowhawk",2,3878,3592.31125,4411,3322.95,3263,3383.25,575.799999999999,254.268749999999,1093.5625
"Gray Wagtail",2,3730.6,3607.19375,3848,1818.55,1799.195,1884.65375,1906.6,1754.12875,2036.2075
"Gray-winged Blackbird",2,2511,2510,2532,2381.6,2307.22625,2417,135.299999999999,93,216.113750000001
"Himalayan Griffon",2,3864.25,3700.4875,4097.1,2680,2668.4875,2681.3,1185.25,1019.975,1417.4275
"White Wagtail",2,4266.15,4247,4369.015,1611.9,1596.8,1734.5225,2652,2527.78875,2762.64
"White-capped Redstart",2,3789.6,3674.55,3986.50375,2642,2630,2645,1152.4,1032.5125,1348
"Spotted Dove",2,2173,2173,2173,1309,1255,1324.03,864,848.97,918
"Black-headed Jay",0,2417,2417,2417,2417,2417,2417,0,0,0
"Eurasian Kestrel",2,4464.975,4331.7375,4468.03,4142.6,3527.79625,4149.8,323,189.795,907.400000000011
"Gray-headed Canary-Flycatcher",2,2499,2499,2499,1332,1283.4575,1375.5375,1167,1122,1215.5425
"Indian White-eye",2,2114.975,2093,2146,2002,1962.8325,2011.6075,110.950000000001,82,160.4225
"Mistle Thrush",2,3278.95,3071.05,3332.15,2844,2844,2844,434.95,227.049999999999,488.15
"Rock Pigeon",0,2067,2035,2076.25375,2067,2049,2067,0,-32,18
"Scaly-bellied Woodpecker",2,2738,2685.4875,2810,2631.5,2628,2639,104,52.49625,178.805
"Spotted Forktail",0,2472.9,2417,2495.25,2417,2417,2417,55.8999999999992,0,78.25
"Black Drongo",2,1681,1606.04875,1750.2075,861,827,861,829.925,751.29125,908.3175
"Common Kingfisher",0,1775.3,1629.2,1847.5,1763.125,1696.8,1810,5.59999999999991,-137.48625,94.5537499999995
"Eurasian Coot",2,4534,3487,4536,3237,3234.25,3237,1297,250,1299.9
"Eurasian Moorhen",2,3242.725,3238.9975,3261.105,3220,3218.6,3220,22.8,18.9975,41.1049999999999
"Gadwall",2,3981.85,3981.85,3981.85,3210.6,3210.6,3210.6,771.249999999997,771.249999999997,771.249999999997
"Gray Heron",0,3240,3231.88625,3279.3,3237.5,3231,3240,3.5,-5.67750000000009,41.8750000000001
"Little Grebe",2,3181,3181,3185.95,1587,1581.4975,1595,1594.2,1586,1600.20125
"Mallard",2,4224.5,3263,4507.6825,3245,3242.9975,3249.00625,979.5,18,1263.18125
"White-throated Kingfisher",0,1580,1580,1584,1584,1581,1588,-4,-8,0.203750000000039
"Black-throated Tit",2,2599.25,2539.16,2615.76875,2417,2417,2417,182.25,122.159999999999,198.76875
"Variegated Laughingthrush",2,3444.65,3347.39,3523.1075,2881.45,2855,2893,567.725000000001,462.23,660.52
"Eurasian Jay",2,2484,2484,2484.9,2417,2417,2417,67,67,67.8999999999996
"Gray-headed Woodpecker",0,2484,2417,2499,2417,2417,2417,67,0,82
"Himalayan Woodpecker",2,2893,2893,2956.1725,2860,2860,2860,33,33,96.1724999999994
"Asian Barred Owlet",2,2313.775,2230.585,2417,2174.375,2173,2229.4,138,41.5850000000008,244
"Crested Kingfisher",2,1781.85,1757,1863.30625,1739.15,1667.45,1757,59.0749999999997,6.28500000000018,162.97125
"Golden Eagle",2,5299.2,4807.17,5359,4211,4211,4211,1088.2,596.17,1148
"Intermediate Egret",2,1581.4,1017.0525,2410,709.55,599.8775,803.05,967.2,307.852500000001,1693.44
"Jungle Babbler",1,1419,1412.8475,1419.75375,1464.9,1434,1516.51125,-47.7999999999984,-97.949999999998,-15
"Jungle Myna",2,1952,1952,1966,1583,1372.5,1619.4,372.975,333.04875,583.5025
"Oriental Magpie-Robin",2,1434,1419,1488.3075,1209.2,1094,1255,235.150000000003,172,349.693749999997
"Red-wattled Lapwing",0,827,827,827,831.899999999999,827,898,-4.8999999999993,-71,0
"Himalayan Bluetail",2,3582.2,3503.3,3659.75,2499,2417,2499,1092,1013.585,1211.75875
"Lemon-rumped Warbler",2,3243.9,3216,3284.95,2282,2224.79875,2293,978.15,923,1045.52875
"Blue-throated Barbet",2,2011,2010,2016.7,1901,1870,1934.6,109.5,76.4000000000001,141
"Brownish-flanked Bush Warbler",2,2763.6,2712.2,2784,2233,2146.23625,2288.8,536.6,457.05,632
"Common Tailorbird",1,920,898,965.254999999998,1157,1138.09125,1164,-232.050000000002,-260.902500000001,-185.137499999998
"Indian Pond-Heron",2,3190,2063.18999999999,3231.50625,1595,1590.59625,1601,1592,468.189999999993,1636.5
"Little Egret",2,1624.05,1612.89875,1772.5,1579.85,1579,1582.2,44.0249999999999,31.8499999999999,193.5
"Plum-headed Parakeet",2,1775.75,1684.8925,1834.4075,1365,1352,1383,412,321.156250000001,480.36375
"Black-chinned Babbler",2,2417,2417,2417,2224.75,2174,2233,192.25,184,243
"Black-crowned Night-Heron",2,1638.5,1607.4875,1839,1601.5,1596.04625,1604.005,37.075,4.29750000000018,236.77
"Brown-fronted Woodpecker",0,2370,2264.0225,2417,2242.75,2233,2286.0125,120.5,-0.0224999999999783,181.9075
"Chestnut-bellied Nuthatch",2,2067,2049,2091.4,1917.8,1790.85,1951,156.05,108.5775,277.802500000001
"Himalayan Prinia",2,2233,2197,2233,2131.8,2113.9925,2173.9,90.6000000000001,36.2950000000002,119
"Kalij Pheasant",0,2417,2417,2449.415,2417,2417,2493.6,0,-76.5999999999999,25.3174999999979
"Pied Kingfisher",0,1587,1585,1598.25,1594.5,1585.6975,1605,-5.40000000000009,-19,7.70749999999982
"Red-billed Leiothrix",0,2045,2009.755,2049,2070.35,2049,2095.25,-26.0750000000002,-68.1225000000003,0
"Rufous Sibia",2,2619.95,2598,2627,2417,2417,2417,202.95,180.999999999999,210
"Slaty-blue Flycatcher",2,3165.75,3100,3220.4,1601,1577,1640,1559.9,1473.28875,1621.80125
"Carrion Crow",2,4405,3607.9275,4524,3525.4,3430.05,3602.2,879.400000000001,77.1299999999996,1037
"Eurasian Hoopoe",2,4251.95,4211,4265.0525,1838.35,1721.19625,2071.5,2401.675,2173.25,2524.31125
"Slaty-headed Parakeet",2,2417,2417,2417,2173,2173,2179,244,238,244
"Long-tailed Minivet",2,2810,2788,2833.815,2173,2134.7375,2173.55125,641,615,681.8
"Eurasian Collared-Dove",2,2417,2417,2417,1585.85,1410.49875,1614.305,831.15,802.695000000001,1006.50125
"Long-tailed Shrike",2,3423.725,3345.425,3520.76,2026.3,1926.8975,2068.2,1407.275,1326.2,1536.03
"Black-and-yellow Grosbeak",2,3264.05,3176.5,3370.25,2860,2860,2860,404.05,316.499999999999,510.25
"Blue-fronted Redstart",2,3700.8,3592.7,3916.65,2417,2417,2417,1283.8,1175.7,1499.65
"Brown Dipper",2,3839.35,3582.36,3885.15,3420,3420,3433.4,413.700000000001,162.359999999999,465.15
"Greenish Warbler",2,3242,3203.63375,3319.65,852.099999999999,704.02625,1167.1775,2416.4,2099.485,2556.4075
"Little Forktail",2,3251,3171.2,3251,2832.8,2788,2849.6,407,335.6725,453.130000000001
"Siberian Stonechat",2,3412.05,3230.59,3504,2021,1917.125,2049,1379.975,1194.45,1540.8425
"White-capped Bunting",2,2934,2934,2934,2009,2002.7,2037.2,925,896.8,931.3
"Eurasian Wren",2,4230.2,3938.215,4542.5,3420,3420,3436,810.2,516.535,1122.5
"Great Egret",1,2374,1676.9,3075.99999999999,3234.55,3230,3237.75,-860.55,-1557.42,-156.800000000007
"Baya Weaver",0,827,827,827,827,827,827,0,0,0
"Black-winged Stilt",2,4536,4531.475,4538.5,602,602,602,3934,3928.5,3936.5
"Cattle Egret",2,1319.8,1149.35,1550.485,1013.1,860.022499999997,1187.1225,280,39.5000000000007,551.130000000001
"Common Sandpiper",2,4533.675,4524,4534,1843,1779,1886,2688.85,2640,2755
"Garganey",2,4536,4534,4536,3251,3246.2,3252.2,1285,1281.8,1289.8
"Gray-headed Swamphen",0,1590.2,1585,1594.1,1589.8,1586.1075,1595.2775,-0.349999999999909,-9.09999999999991,6.38499999999988
"Pied Bushchat",0,1906.25,1830.995,1949.3075,1662.8,1375.2,1904.90125,246.200000000001,-15.53125,541.53875
"White-breasted Waterhen",0,912.1,805.800000000001,1103.40249999999,853.7,794.82875,919,53.1000000000001,-48.76375,246.075
"Barn Swallow",2,3244.95,3237,3263,2108,2108,2108,1136.95,1129,1155
"Gray-breasted Prinia",0,1434.175,1419,1505.1525,1480,1419,1515.85,-23.2249999999965,-86.50875,73.1075000000001
"Paddyfield Pipit",0,843.549999999999,618,1011.5275,776.199999999999,666,985.323749999999,64.2999999999998,-266.777500000001,304.236249999999
"Red-rumped Swallow",1,2027.125,2011,2035,2102.8,2078.4875,2108,-75.7750000000002,-97,-48.49375
"Upland Pipit",2,2775.3,2506.15625,2911.65,2210.55,2181.6825,2216.85,571.724999999999,290.688749999998,704.54375
"Indian Robin",2,1359.1,1323,1393.01,1250.45,1226,1258.2,113.55,68,158.4
"Purple Sunbird",2,1192,1157,1223.7025,827,690.6775,861,376.599999999999,318.49625,496.836250000001
"Indian Peafowl",0,1490.6,1436.1,1614,1486.65,1238.1,1617,24.8500000000013,-139,290.400000000001
"Brown-headed Barbet",0,827,827,831,827,827,827,0,0,4
"Coppersmith Barbet",0,861,848.2075,861,901.649999999999,852.5,1011,-41.5499999999998,-150.079999999999,8.5
"Green Bee-eater",0,696.4,666,743.5,784,702.19375,817.9,-82.7500000000002,-121.905,1.51749999999999
"Red Junglefowl",0,1699.275,1573,1791,1680.4,1577,1746.105,13.0250000000002,-131.9025,169.909999999999
"Scaly-breasted Munia",0,1542,1482,1580,1550,1419.195,1580,-6.39999999999986,-81.3550000000001,142.517500000001
"White-throated Fantail",2,1767.1,1679.6,1832,1628.875,1575.3975,1682.9575,148.4,44.4637499999995,241.462500000001
"Ashy Prinia",1,827,827,831,968,871.8,1157,-141,-330,-44.39375
"Asian Koel",2,2075.1,1980.4825,2147.8,1015.95,668.1,1377.7,1059.075,676.506249999999,1432.06375
"Greater Coucal",0,827,827,844.01,827,827,827,0,0,17.01
"Indian Gray Hornbill",1,827,827,829.9,908.449999999999,853.350000000001,972.381249999999,-81.4499999999989,-145.381249999999,-26.3500000000008
"Hill Partridge",2,2893,2893,2933.5,2490.6,2454.24875,2499,402.85,394,454.5
"Chestnut-bellied Rock-Thrush",2,2893,2818.3,2928.6,2176,2123.8875,2183,724.3,653.46,786.2225
"Himalayan Rubythroat",2,4069.125,4002.98125,4086.65,1572.8,1556,1644.7,2474,2417.64625,2530.65
"Hume's Warbler",2,3185.025,3036.05375,3240.21,1814,1769.8775,1870,1366.875,1216.63625,1452.09
"Pink-browed Rosefinch",2,3617,3540.755,3621,2499,2499,2499,1118,1041.755,1122
"Rufous-breasted Accentor",2,3949.7,3645.4125,4037.45,2235.775,2233,2254.2125,1707.1,1408.55,1804.45
"Rosy Pipit",2,4341.1,4064.83,4548,1691.5,1589.74125,1819.8525,2662.9,2353.375,2917.0225
"Buff-barred Warbler",2,3464.1,3324,3518,2382.8,2327.2875,2410.5,1081.125,945.61625,1163.40375
"Chestnut-tailed Minla",2,3411.125,3252.4525,3503.3,2417,2417,2417,994.125,835.4525,1086.3
"Black-winged Kite",2,1682.85,1682.85,1682.85,1313.4,1313.4,1313.4,369.449999999998,369.449999999998,369.449999999998
"Fulvous-breasted Woodpecker",2,2111.5,2034.46625,2219.1375,1870,1661.6,1913,281.875,153.24125,483.22
"Gray-capped Pygmy Woodpecker",2,2042.7,1930.2825,2073,1768.4,1638.74375,1840,270,137.1175,396.98125
"Rusty-cheeked Scimitar-Babbler",0,2417,2417,2417,2343,2288.5725,2417,73.4000000000005,0,128.4275
"Small Minivet",2,900.3,845.7975,985,809.85,668.34,827,109.75,29.4425,241.93
"Brown Rock Chat",0,827,827,827,827,827,827,0,0,0
"Common Babbler",0,828.9,827,852,827,827,827,1.90000000000009,0,25
"Gray Francolin",0,830.7,827,852,811,749.448749999999,827,31.0000000000001,0,89.0600000000002
"Laughing Dove",0,1012.3,827,1189,1218,827,1535.9,-178.500000000002,-564.7525,213.830000000004
"Indian Silverbill",0,662,457.55,816.599999999999,919,602,924.2,-209.65,-434.623750000001,90
"Red Avadavat",2,780,689.145,780,666,603.04,752,114,15.7149999999999,174.295
"Brahminy Starling",2,1056,1011,1208.17375,827,827,827,229,184,381.173749999999
"Common Greenshank",2,4321.125,4247,4534.05,3256.5,3230.25,3263,1065.5,984.20625,1296.39375
"Common Redshank",2,4539,4536,4541.9,3263,3263,3263,1276,1273,1278.9
"Gray-throated Martin",0,743.4,615.8,901.85,666,602,691.015,83.2500000000003,-51.52125,244.899999999999
"Little Ringed Plover",2,1789,1584.8,1895.25,633.2,460,666,1170.6,958.47125,1355.295
"Temminck's Stint",2,4536.3,4533.35,4597.3775,426.2,422,513,4111.75,4032.61,4167.73875
"Wood Sandpiper",2,4207.525,3321.735,4531.5625,890.199999999998,604.07625,1166.96,3264.75,2274.11125,3843.22125
"Rufous-bellied Niltava",2,2510.85,2501.18625,2511,1889.25,1757,1989.78125,620.475,519.99875,754
"Citrine Wagtail",2,4534,4505.875,4534,1580,1192.6,1632.5,2953.2,2896.84375,3333.565
"Black-rumped Flameback",2,861,828,861,696.6,666,793.602499999999,160.525,52.2924999999993,195
"Green Sandpiper",2,4534,4433.27125,4535.4,3245,3245,3263,1286.3,1186.6825,1290.10125
"Indian Spot-billed Duck",0,602,602,602,602,602,602,0,0,0
"Plain Prinia",0,1500,1359.86625,1811.95,1361.05,1226,1474.4,178.55,-79.6787500000002,541.66125
"Spotted Owlet",0,827,827,836.85875,827,827,827,0,0,9.8587499999999
"Bar-headed Goose",2,4539.95,4536,4556,602,456,809,3947.25,3743.23125,4084.70125
"Purple Heron",2,766.449999999999,614.33375,766.449999999999,406.85,405.2225,411.715,356.349999999999,208.34625,361.024999999999
"Bank Myna",0,1113.45,661.985,1280.95,664.7,602,776.729999999999,442.125,-0.0449999999999935,635.6
"Bluethroat",2,3845,3617.0925,3878,1585,1580,1591.25,2260,2032.92875,2293.75125
"Woolly-necked Stork",0,422,422,422,422,405,428.86,0,-6.86,17
"Asian Pied Starling",0,827,827,827,827,827,827,0,0,0
"Rufous-naped Tit",2,3372.55,3111.1,3451,2953.45,2921.45,3040.6,387.500000000001,124.0375,501.558749999999
"Indian Roller",2,601,464.99375,637.5375,444.65,433.91625,491.1,147.825,9.99874999999996,191.1725
"Common Woodshrike",0,1047,953.3525,1056,1056,861,1135.5,-11.25,-134.25375,185
"Crested Serpent-Eagle",0,2417,2417,2417,2417,2417,2417,0,0,0
"Fire-fronted Serin",2,4433.225,4317.79875,4521,3735.8,3656.3,3869,699.300000000003,548.200000000001,804.51625
"Shikra",0,1801.2,1613,1849.7075,1641.05,1414.74375,1752.2,158.475,-53.528750000002,391.58375
"Hair-crested Drongo",2,1279,1255,1297.8,912.899999999999,863.4875,1011,358.8,255.975000000001,411.701250000001
"Wire-tailed Swallow",0,827,827,827.805,1088.35,827,1139.2,-261.35,-312.2,0
"Oriental Honey-buzzard",2,1946.6,1669.85,2013.02375,1580.15,1013.6,1598.03,368.4,98.6887499999985,929.891250000002
"Yellow-eyed Babbler",0,827,827,828.505,827,827,859.5375,0,-32.5374999999998,1.5
"Orange-headed Thrush",2,994.75,884.9775,1011.75,666,644.585,683.53,325.3,218.5875,352.2125
"Puff-throated Babbler",1,887.625,861,971.799999999999,1197.05,973.341249999999,1255,-313.924999999999,-394,-72.1387500000008
"Verditer Flycatcher",2,2499,2499,2499,1943.35,1703.46875,2049,555.650000000002,450,795.53125
"White-browed Scimitar-Babbler",1,1585.75,1528.10625,1739.95,2232.875,1946.3375,2396.65,-649.85,-854.65,-232.3125
"White-browed Wagtail",2,2652,2004.185,3124.6925,879.049999999997,802.37,1064,1734.275,1058.19125,2245.8425
"Thick-billed Flowerpecker",0,972.25,861,1062.655,1095.8,925.67125,1108.2,-112.2,-239.9125,94.4424999999997
"Bay-backed Shrike",2,1278,1278,1278,694.4,694.4,694.4,583.6,583.6,583.6
"Peregrine Falcon",2,2693.8,2347.75,3051.2,2096.95,2013.04625,2152,597.975,252.5575,972.006249999998
"Ibisbill",0,3453.5,3263,3487,3263,3263,3263,190.5,0,224
"Common Hawk-Cuckoo",2,859.8,859.8,859.8,671.5,671.5,671.5,188.3,188.3,188.3
"Speckled Piculet",0,2050.375,1955.3,2324,2174.65,2095.0875,2228.05,-123.5,-235.425,148.254999999998
"Whiskered Yuhina",2,2511,2510,2512.4,2499,2499,2499,12,11,13.4000000000001
"Bearded Vulture",2,5359,5359,5359,4211,4211,4211,1148,1148,1148
"Blue-capped Redstart",2,3530.5,3401.5,3595.85,2315.3,2293,2371.17875,1214.325,1066.61375,1286.6875
"Chukar",2,4764.4,4706,5147.65999999999,4211,4211,4211,553.399999999997,495,936.659999999995
"River Lapwing",0,543.1,477.17,627.00375,615,535,677.199999999999,-68.8999999999994,-177.12625,55.0075
"Ruddy Shelduck",2,4646.8,4544.5,4705.25,3263,3237,3263,1387.4,1283.24375,1449.10875
"Fire-breasted Flowerpecker",2,2499,2499,2499,2067.4,1898.88,2109.5,431.6,389.5,600.120000000001
"Black Francolin",2,2417,2417,2417,2200.4,2179.595,2229,216.45,187.8,237.405
"Yellow-footed Green-Pigeon",0,826.675,766.89,888.445,839.25,628.115,882.749999999999,-17.0749999999995,-113.187499999999,167.53
"Red-billed Chough",2,4713,4665,4825.9,4211,4211,4211,502,454,614.899999999997
"Yellow-billed Chough",2,5267,5267,5267,4252.8,4211,4265.02375,1014.2,997.150000000001,1056
"Lesser Whitethroat",2,3711.875,3558.185,3843.215,827,827,989.5,2853,2638.2975,3013.2
"Eurasian Skylark",2,4468,4468,4468,3236,3236,3236,1232,1232,1232
"Red-naped Ibis",0,403.475,355.0525,422,422.45,411.19375,438,-22.4499999999999,-72.5712499999998,0.00124999999999773
"Pale-billed Flowerpecker",0,778.2,681.19875,861,900,810.8875,992.025,-121.325,-270.805,5.68875000000028
"White-throated Laughingthrush",0,2417,2417,2417,2417,2417,2417,0,0,0
"Streak-throated Swallow",0,1054.95,1001.1775,1794.2,1194.3,871.205,1345.8,-111.15,-308.0025,630.199999999999
"Himalayan Black-lored Tit",2,2393.65,2217.19,2479.00625,2141.85,2114.95,2153,260.549999999998,87.3925000000005,358.51125
"Scaly-breasted Cupwing",2,3324,3304.425,3324,2420.45,2346.70875,2480.8575,901.050000000001,830.621250000001,974.916250000001
"Scaly Thrush",2,2965,2965,2965,2364.5,2164.95,2462.5625,600.500000000001,502.437500000001,800.05
"Pallas's Gull",2,4535.1,4535.01,4535.1,422.45,422.02,458.965,4112.65,4076.045,4113.08
"Booted Eagle",2,3244,3240,3263,1443.6,1085.4125,1662.75,1799.6,1582.1475,2161.9475
"Red-crested Pochard",2,4524,4468,4524.3,3198.5,3113.17874999999,3202.75,1324.75,1268.75,1402.35125000001
"Common Iora",2,852.225,806.95,882.842499999999,763.9,626.97875,819.02,86.8000000000001,12.5349999999996,229.00625
"Brown-headed Gull",2,4538.8,4536,4541.5,1579,1565.4,1582.5,2960,2954.5,2973.6
"Rufous-gorgeted Flycatcher",2,3252.5,3079,3271.8,1861,1772.3,1939,1391.55,1215.085,1484.11
"Whistler's Warbler",2,3256.5,3161.5,3269,1997.6,1793.01875,2011,1259.475,1160.09375,1468.03125
"Striated Heron",1,1329.4,1329.4,1329.4,1332,1332,1332,-2.60000000000059,-2.60000000000059,-2.60000000000059
"Gray Treepie",0,2417,2417,2417,2417,2417,2417,0,0,0
"Common Merganser",2,4470.9,4383.4,4527.6,3540.25,3450.55375,3597.2,934.85,835.93375,1036.3175
"Great Crested Grebe",2,4537.2,4536,4542.3,422,422,428,4115,4109.12,4120.3
"Alpine Swift",2,3244.45,2864.025,3410.8,2108,2102.4,2108,1138.6,760.799999999999,1302.8
"Hill Pigeon",2,4843.1,4713.54625,4992.42,4380.25,4318.25,4389,463.575,330.24875,617.882499999997
"Brown-capped Pygmy Woodpecker",2,1890.5,1416.3,2117.75,1096.5,1016.635,1145.1,810.15,286.7475,1066.6625
"Brown Accentor",2,4791.3,4713,4808.7,4162,4154.77,4162,629.499999999999,551,646.7
"Snow Pigeon",2,4937.4,4609.45,5120,4072,3829.45,4097,868.624999999999,532,1105.99375
"Little Swift",0,1952,1952,1964.02,1952,1573,1952,0,0,379
"Collared Owlet",2,3081,2893,3269,2680,2680,2680,401,213,589
"Koklass Pheasant",0,3166,3079,3226,3193.8,3025,3236,-19.6499999999987,-146.449999999999,141
"Himalayan Shrike-Babbler",2,2626.4,2579.75,2701.75,2380.25,2274.01625,2417,257.025,176.699999999999,383.0025
"Lesser Yellownape",0,2049,2011,2108.2,2001.4,1870,2054.5625,58.1,-15.1537499999992,187.71375
"Himalayan Monal",2,3540.45,3518,3643.2,3237.65,3236,3244.25,302.5,275.4,404.52625
"Large Cuckooshrike",0,861,861,861,861,669.97,960.8,0,-99.7999999999999,191.03
"White-winged Redstart",2,5345,5277.42625,5359,3717.1,3681.7,3719.9,1628.6,1564.84625,1671.75
"Tickell's Blue Flycatcher",0,1147.125,889.6875,1209.25,1039.5,861,1057.35,98.6500000000005,-136.74375,274.80625
"Red-breasted Parakeet",0,679,628.3625,950.799999999999,1149.25,629.4,1582.6,-390.050000000001,-894.752499999996,186.917499999999
"Eurasian Crag-Martin",2,4514.4,4468,4690.535,2283.5,2183.91,2293.05,2274.05,2174.95,2463.88375
"Streak-throated Woodpecker",0,656.9,608.0475,740.4,638.7,602,713.6975,20.9,-83.9625000000001,115.525
"Black Eagle",0,2417,2377.06,2467.4,2417,2413.95,2432.9,0,-42.5524999999996,50.4949999999991
"Horned Lark",2,5254.85,5052.7525,5346.4175,4382.5,4334.5,4393.9,873.1,670.252499999999,971.7175
"Chestnut-crowned Laughingthrush",2,2767.75,2744,2835.00375,2417,2417,2417,350.75,327,418.003750000001
"Asian Emerald Dove",2,1601,1411.6,1743.8,1332,1305,1344.50375,270.949999999999,79.599999999999,418.699999999999
"Dark-breasted Rosefinch",2,3734.85,3734.85,3734.85,2417,2417,2417,1317.85,1317.85,1317.85
"Robin Accentor",2,5306.65,5267,5345,4211,4211,4211,1095.65,1056,1134
"Eurasian Magpie",2,4251.65,4211,4253,4148,4148,4148,103.65,63,105
"Black-headed Mountain Finch",2,5356.9,5306,5359,4490.05,4468,4496.35,864.750000000001,815.887500000001,868.950000000001
"Twite",2,4690.2,4660.4225,4788.2,4211,4211,4211,479.2,449.4225,577.2
"Great Rosefinch",2,4964.5,4692.6,5245.6,4388.2,4301.2,4399.6,578.249999999998,304.19625,855.5
"Mountain Hawk-Eagle",2,2912,2440.3675,3274,2417,2417,2417,495,23.3675000000001,857
"Bar-winged Flycatcher-shrike",2,1684.45,1488.035,1949.2,1465.8,1364.17875,1559.9,229.3,8.37749999999958,531.1175
"Red-billed Blue-Magpie",0,2148.175,2115,2180.805,2173,2138,2201.0125,-17.4749999999999,-65.5712499999998,33.3600000000003
"Spot-winged Grosbeak",2,2575,2510.8,2742.8,2499,2191.18625,2499,161.375,11.8000000000002,405.69375
"White-crested Laughingthrush",0,1738.45,1558.5,1870,1870,1870,1870,-131.55,-311.5,0
"Rufous-chinned Laughingthrush",0,1952,1777.59,2060.8,2026.2,1870,2049,-57.8499999999997,-253.99,141.785
"Chestnut-headed Tesia",2,3001,2963.25,3100.5,2417,2417,2417,584,546.25,683.5
"Dusky Crag-Martin",1,883.5,861,962.558749999997,1227,1090.6,1416.05,-347.850000000001,-542.795,-183.385
