"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"Red-billed Leiothrix",1,1332,1332,1332,1365,1365,1365,-33,-33,-33
"Rufous Sibia",2,2173,2173,2173,1974,1951,2008,199,165,222
"Slaty-blue Flycatcher",2,2558.5,2510,2647,784,727.5,874.55,1770,1684.95,1869
"Carrion Crow",2,3240,3240,3240,3237,3237,3237,3,3,3
"Eurasian Hoopoe",2,1943,1861,2021.175,421,409,439.5375,1516.5,1432,1608.0375
"Slaty-headed Parakeet",2,1771,1743,1797.0125,1365,1365,1383,406,373,432
"Long-tailed Minivet",2,2055,2011,2096,1078,932,1160.5,980,871.9125,1124.5125
"Eurasian Collared-Dove",2,1419,1419,1478,324.5,321,352.5,1096,1069,1153
"Long-tailed Shrike",2,1810,1769,2023,616,602,666,1201,1123,1388.05
"Black-and-yellow Grosbeak",2,2659,2529,2707.5,2245,2183.5,2358,395.5,247.1,489
"Blue-fronted Redstart",2,2784,2738,2893,2034,2009,2049,767,697.5,870
"Greenish Warbler",2,1589,1392,1684,446,425.875,591,1138.5,919,1239.025
"Little Forktail",2,2155.5,2105.4125,2285,1601,1574.5,1667,555.75,472.9125,686.175
"Siberian Stonechat",2,1913,1843,1913,666,600.4875,809,1247,1098.4875,1311
"White-capped Bunting",2,2183,1950,2409,1191,1088.5,1264,1009,758.725,1303
"Eurasian Wren",2,3263,3248,3420,2893,2844,3100,419,230.5,576
"Baya Weaver",2,616,616,616,602,599,602,14,14,17
"Pied Bushchat",2,827.5,817,873.5,356,317.5,372.0125,485,451.9875,539.5125
"Gray-breasted Prinia",0,664,664,666,664,622.5,666,0.5,-2,41.55
"Paddyfield Pipit",1,279,272,321,329.5,309,388,-52,-112.5125,-5
"Upland Pipit",0,1913,1913,1913,1913,1826,1922,0,-9,87
"Indian Robin",2,784,699.9,827,615,594,666,172,58.975,228
"Purple Sunbird",2,602,602,602,409,388,409,193,193,214
"Indian Peafowl",0,388,388,403,404,388,426,-15.5,-38,0
"Brown-headed Barbet",0,602,602,602,602,591,602,0,0,11
"Coppersmith Barbet",0,602,602,602,591,446,602,11,0,156
"Green Bee-eater",1,372,372,374.525,653,653,664,-281,-292,-272
"Red Junglefowl",0,602,600.4875,602,602,602,602,0,-2.0125,0
"Scaly-breasted Munia",0,602,599,602,602,602,664,-3,-62,0
"White-throated Fantail",2,827,827,827,653,636.9125,664,174,163,190.0875
"Ashy Prinia",1,440,409,584,599,591,602,-159,-192,-15
"Asian Koel",2,616,602,633,409,388,409,207,193,229.075
"Greater Coucal",2,602,595.4375,602,421,409,443,180.75,157,193
"Indian Gray Hornbill",0,602,602,602,602,602,602,0,0,0
"Hill Partridge",1,2096,2068,2109.0125,2173,2133,2173,-76,-102,-32.5
"Chestnut-bellied Rock-Thrush",2,2136,2075.4375,2183.5,1509,1383,1608,619.75,509.9875,774
"Himalayan Rubythroat",2,3025.5,2934.4,3080.05,1011,868.975,1094,2016.5,1893.175,2208.275
"Hume's Warbler",2,2173,2100,2183.5,602,602,602,1571,1498,1581.5
"Pink-browed Rosefinch",2,2854,2784,2986,1947,1906,1988,909,823,1053.525
"Rufous-breasted Accentor",2,2960,2890,3024.7,1788.5,1707,1804.5,1194,1095.075,1279
"Rosy Pipit",2,3255.25,3237,3304,421,387.5,441,2841,2813,2884.5125
"Buff-barred Warbler",2,2784,2677,2893,1873.5,1870,1920.5,900,776.1,1023
"Chestnut-tailed Minla",2,2784,2738,2839.1,2011,1952,2076,767,692,845.5
"Fulvous-breasted Woodpecker",2,856,731.2375,946,666,640,743.225,182,35.4625,277.075
"Gray-capped Pygmy Woodpecker",2,666,616,720.5125,602,602,602,64,14,118.5125
"Rusty-cheeked Scimitar-Babbler",0,1332,1327,1383,1368,1365,1398,-33,-65.025,17
"Small Minivet",2,601,554.5,602,439,432.4625,492,156,23.85,168
"Brown Rock Chat",0,599,599,602,599,599,602,0,-3,3
"Common Babbler",0,599,574.5,666,609,601.5,666,-9.25,-67,50.025
"Laughing Dove",0,664,607.85,827,642,599,827,19.75,-161,187.5
"Indian Silverbill",0,304,279,314,305.5,275.5,375.425,-9,-77,35
"Red Avadavat",0,272,272,387,287,272,403,-13,-131,102
"Brahminy Starling",2,700,662.95,780,586.5,438,602,161,67,318.525
"Rufous-bellied Niltava",2,2417,2417,2417,919,797,1064,1498,1353,1620
"Black-rumped Flameback",2,565,440,602,412,399,438,154,9.975,196.5125
"Plain Prinia",0,410,381,440,407,385,438,3,-40.2375,47.5
"Spotted Owlet",2,409,409,465,388,330,403,21,6,83.5999999999999
"Bank Myna",2,412.5,370,600.5,301,274,342,103.5,50.475,303.025
"Bluethroat",2,3240,3237,3240,330,284,387.5,2910,2852,2956
"Asian Pied Starling",0,372,368,388,398,378.3375,404,-20,-35,0
"Rufous-naped Tit",2,2621,2494,2661,2322,2282.9,2393,280.5,152.875,360.5
"Indian Roller",2,321,314,326,279,272,297,42,24,54
"Common Woodshrike",0,440,388,546.8125,440.5,417,562.1875,-0.5,-102,107.5
"Fire-fronted Serin",2,3540,3540,3577,2115,2054,2301.425,1425,1238.6875,1486
"Hair-crested Drongo",0,638,624,657,653,653,653,-15,-29,4
"Yellow-eyed Babbler",0,827,827,827,666,621.5,827,161,0,205.5
"Orange-headed Thrush",0,602,602,602,602,602,602,0,0,0
"Puff-throated Babbler",0,602,602,602,602,602,602,0,0,0
"Verditer Flycatcher",2,1964,1952,1974,602,602,602,1362,1350,1372
"White-browed Scimitar-Babbler",0,1113,872,1332,1264,1074,1332,-176,-434,170
"Thick-billed Flowerpecker",0,602,602,638,602,602,625,0,-24.75,36
"Speckled Piculet",0,1256.5,1171,1332,1255,1254.5,1358.5,-4,-150.0625,77
"Whiskered Yuhina",2,2303,2183,2417,1819,1747,1863,468.25,359.975,619.1
"Blue-capped Redstart",2,2662,2644.5,2677,1913,1913,1931,749,718.275,764.5
"Chukar",2,3540,3540,3540,3263,3259.5,3263,277,277,280.5
"Fire-breasted Flowerpecker",2,2417,2309,2417,1332,1300,1368,1057.75,944,1114.5
"Black Francolin",0,1580,1580,1616,1542,1533.5,1637,38,-37,76
"Yellow-footed Green-Pigeon",0,388,386,396.6125,388,375.1625,388,0,-2,14.075
"Red-billed Chough",2,3597,3540,3679.025,3245,3244,3254,351.5,295,434.5125
"Yellow-billed Chough",2,4079,3984.45,4107,3487,3398,3537,577.5,480,682
"Eurasian Skylark",2,4211,4211,4211,1588.25,918.45,1598,2622.75,2613,3292.55
"Pale-billed Flowerpecker",0,664,660,664,664,664,664,0,-4,0
"White-throated Laughingthrush",0,2035,2035,2055,2035,2035,2067,0,-29.5,17
"Himalayan Black-lored Tit",0,1659,1580,1743,1575.5,1542,1619,85.5,-20.025,180.5375
"Scaly-breasted Cupwing",2,2905.5,2880.5,2934.3,1819,1791.4,1861.6,1079.5,1043.9,1116.5
"Scaly Thrush",2,2203,2110.5875,2275.075,1332,673.0875,1376.925,912.25,730.5125,1493.4625
"Common Iora",0,446,388,477.5125,389,383,438,52.5,-16.0125,89
"Rufous-gorgeted Flycatcher",2,2810,2797,2855,1063,827,1238,1748.5,1573,1990.0625
"Whistler's Warbler",2,2598,2499,2696,602,602,602,1996,1897,2094
"Gray Treepie",2,1542.75,1523,1571.5375,1248,1237,1300,294,242.9875,325
"Hill Pigeon",2,4162,4121,4211,3540,3540,3540,622,574,671
"Brown-capped Pygmy Woodpecker",2,750.5,446,861,403,388,418.5625,360.5,43.15,473
"Brown Accentor",2,4432,4400.5,4432,3245,3245,3249.5,1182.5,1153.5,1187
"Snow Pigeon",2,3607.25,3503,3732,2630,2503.5,2642,979.75,873,1136.5625
"Collared Owlet",0,1952,1943,2011,2011,1930,2035,-47,-81,45.5125
"Koklass Pheasant",0,2417,2317,2525.5,2370.5,2294,2417,49,-51,173.5875
"Himalayan Shrike-Babbler",2,2035,2011,2067,1943.25,1877,2010.5,91,1.5,158
"Lesser Yellownape",0,1332,1259.5,1365,1285,1227.9875,1332,62,-36.5,117
"Himalayan Monal",2,2893,2893,2930,2734.5,2680,2775,158.5,118,213
"Large Cuckooshrike",2,601,601,627.825,582.75,459.7875,590.55,29.75,16.3375,142.6
"White-winged Redstart",2,4534,4468,4646,3240,3240,3240,1294,1228,1406
"Tickell's Blue Flycatcher",2,639,593.25,666,491,465,509.5,155.5,94.3,197.1
"Red-breasted Parakeet",0,436,388,442,446,442,461,-12.5,-58,0
"Streak-throated Woodpecker",0,421,397.9,584.35,421,388,446.2,11.5,-35.1,166.25
"Horned Lark",2,4410,4369,4468,3286,3272,3329,1126,1069.475,1181.5
"Chestnut-crowned Laughingthrush",2,2417,2334,2417,2173,2173,2173,244,161,244
"Asian Emerald Dove",0,616,602,662,602,602,602,14,0,60
"Robin Accentor",2,4432,4369,4468,3540,3540,3540,892,829,928
"Eurasian Magpie",0,3272,3263,3293,3263,3263,3263,9,0,30
"Black-headed Mountain Finch",2,4482,4432,4526,4211,4211,4211,271,221,315
"Twite",2,4328,4263,4405,4085,3816,4148,259.5,160.5,512
"Great Rosefinch",2,4422,4359,4460.5,3604,3603,3605,818,754.5,856.5125
"Bar-winged Flycatcher-shrike",2,625.5,616,694,602,602,602,23.5,14,92
"Red-billed Blue-Magpie",1,1523.5,1488,1542,1573,1542,1580,-44.5,-83.0125,-1
"Spot-winged Grosbeak",2,2417,2203.2125,2417,2035,2035,2035,382,168.2125,382
"White-crested Laughingthrush",1,898,831,1011,1239,1063,1248,-316.5,-406.025,-114.875
"Rufous-chinned Laughingthrush",1,1332,1332,1332,1365,1365,1365,-33,-33,-33
"Chestnut-headed Tesia",2,2417,2417,2417,1400,1366,1550,1017,867,1051
"White-tailed Nuthatch",0,2100,2100,2145,2100,2100,2114,0,-11,45
"Eurasian Nutcracker",0,2499,2309,2510,2293,2282,2444,162,-96.5125,217
"White-collared Blackbird",2,2852,2797,2893,2173,2173,2173,679,624,720
"Yellow-browed Tit",2,2619.5,2618,2624,2222,2146,2356,398.75,263.5,474.8125
"Ashy-throated Warbler",2,2639.5,2603,2738,2011,1952,2077.5,628.5,551,743
"Greater Flameback",0,591,455.5,602,463.5,441,600,125,-26.5125,157
"Striated Laughingthrush",0,2049,2035,2096,2023,2010.5,2035,27,0,71.05
"Large Gray Babbler",0,601,598.5,602,599,499,602,3,-3,103
"Small Niltava",2,2173,2049,2173,1254,1190,1276.5,919,795,957
"Black-hooded Oriole",0,405,388,472,454,421,590.0125,-49.75,-174.0875,23
"Jungle Owlet",0,388,388,388,403,388,421,-15,-33,0
"Rufous-bellied Woodpecker",0,2173,2148.5,2173.5,2173,2146,2173,0,-23.5,22
"Blue-bearded Bee-eater",0,591,427,602,557.5,453.475,602,11,-160,139
"Himalayan Flameback",0,421,388,600,593.5,504.9,602,-157.5,-210.6,29.0749999999999
"Scarlet Minivet",2,1486,1413.5,1542,666,648,819,820,673.4625,876.025
"Lineated Barbet",0,431,406.925,477,442,434,446,-11,-37,35.025
"Green-tailed Sunbird",2,2417,2417,2417,1383,1365,1506,1034,911,1052
"Oriental Pied-Hornbill",0,602,599,602,602,602,602,0,-3,0
"Black-crested Bulbul",0,442.5,416.175,446,446,415.5,446,-3,-25,17
"Maroon Oriole",2,2010,1966,2049,1042,833.5,1365,968,634,1182.0125
"Velvet-fronted Nuthatch",2,644,616,666,602,602,602,42,14,64
"Black-faced Warbler",1,2049,2049,2073,2145.5,2114,2173,-96,-124,-53.5
"Red-whiskered Bulbul",0,409,409,409,409,409,409,0,0,0
"Greater Yellownape",0,1383,1383,1494.5,1383,1374,1399.025,0,-15,111.5
"Ashy Bulbul",0,1311.5,958.5,1332,1332,1184.5,1332,-20.5,-363.45,84
"Blue-winged Minla",0,1365,1332,1365,1365,1365,1383,-17.5,-47.5,0
"Mountain Bulbul",0,1383,1380,1542,1523,1437,1577,-122.5,-193.025,24.0125
"Bronzed Drongo",2,1380,1365,1446,1332,1251,1332,48,33,155.0125
"Streak-breasted Scimitar-Babbler",0,2417,2417,2417,2178,2173,2417,239,0,244
