"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff","elev_roundS","elev_roundW","maxTemp_June_mean","minTemp_June_mean","maxTemp_June_ci","minTemp_June_ci","tempRange_June","maxTemp_Jan_mean","minTemp_Jan_mean","maxTemp_Jan_ci","minTemp_Jan_ci","tempRange_Jan","ThermalRegime","Tree.name","Scientific","HWI","Diet"
"Indian Robin",0,682,599,791,600,506.9375,666,86,-28.0125,229.05,700,600,33.9750876189114,22.7355983119948,0.0313743902482196,0.0158341631548663,11.2394893069165,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,30.4944431934766,"Saxicoloides_fulicatus","Copsychus fulicatus",7.722208932,"invertebrates"
"Oriental Magpie-Robin",2,641,638,653,580,551.925,599,58,39,90.0375,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Copsychus_saularis","Copsychus saularis",18.59340096,"invertebrates"
"White-capped Redstart",2,2009,1842,2111,1309,1264,1332,687.25,527.4125,802.0125,2000,1300,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,29.6443882517216,"Chaimarrornis_leucocephalus","Phoenicurus leucocephalus",19.9228806,"invertebrates"
"Plumbeous Redstart",2,1842,1717.5,1908.5125,1143,1079.9375,1215,689,552.4625,794,1800,1100,25.0048428093645,14.3575451505017,0.022853791322713,0.0255990846015844,10.6472976588629,13.1852037037037,0.488657407407407,0.0389425375550695,0.0179902706131124,12.6965462962963,24.5161854019571,"Rhyacornis_fuliginosa","Phoenicurus fuliginosus",25.41461187,"invertebrates"
"White-winged Redstart",2,3455.5,3272,3540,3237,3237,3239.5,216.5,35,303,3500,3200,13.4815024420498,3.04181719513141,0.0299957975943992,0.0366574567327519,10.4396852469184,-3.73858105886222,-15.0251973035186,0.0611267849257413,0.0511869628254455,11.2866162446564,28.5066997455684,"Phoenicurus_erythrogastrus","Phoenicurus erythrogastrus",23.64279239,"invertebrates"
"Blue-fronted Redstart",2,2173.5,2151.925,2417,2029,1982.925,2054,163,113.9875,393,2200,2000,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,29.1859821334605,"Phoenicurus_frontalis","Phoenicurus frontalis",23.22957052,"invertebrates"
"Blue-capped Redstart",2,2458,2233,2611.5,1952,1935,1990.5,501.5,267.9625,667.6375,2500,2000,19.8681162136832,9.32003748828491,0.0333885310926067,0.0393156683729168,10.5480787253983,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,27.0910761030331,"Phoenicurus_caeruleocephala","Phoenicurus coeruleocephala",20.16947176,"invertebrates"
"Brown Rock Chat",0,584,519.2875,599,591,555,601,-9,-69.0125,29.05,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Cercomela_fusca","Oenanthe fusca",19.33094124,"invertebrates"
"Gray Bushchat",2,1890,1862,1942.5,863,827,972.0125,1023,907.9625,1095,1900,900,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,14.3619287662177,1.62382447731592,0.0300012781986552,0.0141672933514139,12.7381042889017,22.6519977961982,"Saxicola_ferreus","Saxicola ferreus",18.27315103,"invertebrates"
"Pied Bushchat",2,827,819.925,861,368,322.95,403,459,420.9625,510,800,400,33.1288506004326,21.9737226821809,0.03330585812865,0.0161188466669687,11.1551279182517,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,27.9716004560074,"Saxicola_caprata","Saxicola caprata",11.2556987,"invertebrates"
"Siberian Stonechat",2,1695,1630,1789,817.75,603,1120.5,875,558,1099.5125,1700,800,25.7757393715342,15.0939595986269,0.0223864738989487,0.0241291240840639,10.6817797729073,15.0333780860744,2.16991124039681,0.0260219693770875,0.0135480323086813,12.8634668456776,23.6058281311374,"Saxicola_torquatus","Saxicola maurus",20.28591868,"invertebrates"
"Chestnut-bellied Rock-Thrush",2,2149,2067,2202,1516,1383,1655,617,450.5,766.05,2100,1500,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,27.3840558137836,"Monticola_rufiventris","Monticola rufiventris",23.81022843,"invertebrates"
"Himalayan Rubythroat",2,1637,1410.5,1803,1084.5,861,1254,551,269.7625,834,1600,1100,26.4195904474947,15.6067514786296,0.0196456148452248,0.0223343614709647,10.8128389688651,13.1852037037037,0.488657407407407,0.0389425375550695,0.0179902706131124,12.6965462962963,25.9309330400873,"Luscinia_pectoralis","Calliope pectoralis",15.32413401,"invertebrates"
"Rufous-gorgeted Flycatcher",2,2784,2417,2860,1033.5,677.85,1243.5,1727,1309.975,2062.0375,2800,1000,17.7782168716741,7.22285614586059,0.0328881986443415,0.0399584556377819,10.5553607258135,13.745191806978,1.05044263148759,0.0354177270966883,0.0164659807924123,12.6947491754904,16.7277742401865,"Ficedula_strophiata","Ficedula strophiata",21.74575246,"invertebrates"
"Ultramarine Flycatcher",2,2142,2115.975,2172.35,953.5,602,1318.9625,1192.5,833.6625,1541.875,2100,1000,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,13.745191806978,1.05044263148759,0.0354177270966883,0.0164659807924123,12.6947491754904,21.7568568204307,"Ficedula_superciliaris","Ficedula superciliaris",25.92158385,"invertebrates"
"Slaty-blue Flycatcher",2,1768,1630,2074.7875,1011,799.5,1109.05,816.5,610.4875,1188.025,1800,1000,25.0048428093645,14.3575451505017,0.022853791322713,0.0255990846015844,10.6472976588629,13.745191806978,1.05044263148759,0.0354177270966883,0.0164659807924123,12.6947491754904,23.9544001778769,"Ficedula_tricolor","Ficedula tricolor",17.20161655,"invertebrates"
"Red-breasted Flycatcher",0,580,527.975,646.125,486,385,595.5,102.75,-20.5125,221,600,500,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,17.7348758070159,4.32065960627167,0.0201811620585231,0.0127904185067229,13.4142162007442,30.5968596409481,"Ficedula_parva","Ficedula parva",23.82910712,"invertebrates"
"Taiga Flycatcher",0,441,388,602,602,441.7875,602,-112.75,-214,111.85,400,600,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,34.1038707873516,"Ficedula_albicilla","Ficedula albicilla",26.63375572,"invertebrates"
"Little Forktail",2,1901,1745.5,2152,1593,1550,1630,338,156.7875,570.8375,1900,1600,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,28.9264918416427,"Enicurus_scouleri","Enicurus scouleri",23.97678177,"invertebrates"
"Spotted Forktail",2,2173,2158.5,2173,1667,1607.975,1736,506,437,565.025,2200,1700,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,6.94363612358067,-5.17668339054661,0.0630589802083708,0.0502189904553621,12.1203195141273,27.1397056346572,"Enicurus_maculatus","Enicurus maculatus",25.41266044,"invertebrates"
"Blue Whistling-Thrush",2,2035,2011,2054,1615,1602,1656,411,365.4875,441,2000,1600,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,28.1974422744449,"Myophonus_caeruleus","Myophonus caeruleus",20.72113387,"invertebrates"
"Pale-billed Flowerpecker",0,664,639.95,664,664,664,664,0,-24.05,0,700,700,33.9750876189114,22.7355983119948,0.0313743902482196,0.0158341631548663,11.2394893069165,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,31.1563979686718,"Dicaeum_erythrorhynchos","Dicaeum erythrorhynchos",20.98007246,"fruit"
"Fire-breasted Flowerpecker",2,2174,2173,2200.5,1386.75,1332,1523,805,651.975,848.1125,2200,1400,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,5.33718499673394,-6.55278990614364,0.0558935948982156,0.0474996847036743,11.8899749028776,28.5158121502542,"Dicaeum_ignipectus","Dicaeum ignipectus",23.28177999,"omnivore"
"Crimson Sunbird",0,664,638,664,658,653,664,3.75,-16.0125,11,700,700,33.9750876189114,22.7355983119948,0.0313743902482196,0.0158341631548663,11.2394893069165,15.7827766254202,2.81868965023961,0.0251712745679281,0.013123553805389,12.9640869751806,31.1563979686718,"Aethopyga_siparaja","Aethopyga siparaja",17.45259455,"omnivore"
"Green-tailed Sunbird",2,2417,2417,2417,1504,1374,1593,913,823.9375,1043,2400,1500,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,25.1668825275263,"Aethopyga_nipalensis","Aethopyga nipalensis",18.29359049,"omnivore"
"Purple Sunbird",2,599,580,602,409,403,409,190,171,194.0125,600,400,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,29.7602691027946,"Nectarinia_asiatica","Cinnyris asiaticus",17.7876848,"omnivore"
"European Goldfinch",2,2417,2208.5,2629.5,1613,1607,1724.1375,807,583.4125,1017,2400,1600,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,7.44244503961611,-4.65066956812856,0.0574917750954054,0.045535121685832,12.0931146077447,25.2407957337896,"Carduelis_carduelis","Carduelis carduelis",33.3093077,"seeds"
"Fire-fronted Serin",2,3307,3255,3525.5375,2638.5,2259,2840.5,699,466.5,1136.6125,3300,2600,14.6274480712166,4.17065611605671,0.0315891136744542,0.0390317608031205,10.4567919551599,0.45910780669145,-11.1373923293136,0.068103353480913,0.0563813833800931,11.5965001360051,25.7648404005302,"Serinus_pusillus","Serinus pusillus",29.2253152,"seeds"
"Yellow-breasted Greenfinch",2,2173,2173,2173,1775,1594.5,1862,397.5,311,578.0125,2200,1800,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,6.10598662207358,-5.97294983277592,0.0644514697598433,0.0518815243689447,12.0789364548495,27.9359720768865,"Carduelis_spinoides","Chloris spinoides",34.53154145,"seeds"
"Red-headed Bullfinch",0,1942,1862,2173,1970.5,1862,2065,23.5,-169,245.25,1900,2000,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,31.498782162864,"Pyrrhula_erythrocephala","Pyrrhula erythrocephala",16.61744027,"seeds"
"Pink-browed Rosefinch",0,2093,1965,2146,1962.5,1906,2035,120.75,-23,218,2100,2000,22.8072994519183,12.2086779604717,0.0270675667341757,0.0313685154254475,10.5986214914466,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,30.0302593412682,"Carpodacus_rodochroa","Carpodacus rodochroa",30.43364619,"seeds"
"Great Rosefinch",2,4359.5,4259,4422,3603,3503,4017,725,311.825,874.5,4400,3600,9.82333746655355,-0.935293349866214,0.0262371331075318,0.0232359901467726,10.7586308164198,-6.25582274867989,-17.2589696018267,0.0523724166196161,0.0440357947917034,11.0031468531469,27.0823070683802,"Carpodacus_rubicilla","Carpodacus rubicilla",30.95954568,"omnivore"
"Dark-breasted Rosefinch",0,2417,2417,2417,2174,2173,2417,243,0,244,2400,2200,20.590126165661,10.0533461327482,0.0315662889661523,0.0379269153896788,10.5367800329128,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,29.1878278811662,"Carpodacus_nipalensis","Procarduelis nipalensis",26.10994646,"seeds"
"Plain Mountain-Finch",2,3626.5,3293.1875,4025.525,2173,2138,2199.5,1470.75,1124.4375,1853.675,3600,2200,12.8958612815756,2.44325674325674,0.0280810654886217,0.0345822950382331,10.4526045383188,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,21.4935629970808,"Leucosticte_nemoricola",NA,28.47331101,"seeds"
"Black-and-yellow Grosbeak",2,2704,2548,2784,2245,2179.7,2360,425,276.7,552.925,2700,2200,18.4698703906535,7.91922234392114,0.0329308446178263,0.0400501253423931,10.5506480467324,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,27.0675721061587,"Mycerobas_icterioides","Mycerobas icterioides",27.41389682,"omnivore"
"Rock Bunting",2,2550.5,2502,2578,2009.5,1943,2049,538.5,474.975,611.05,2600,2000,19.1826185510926,8.65074802792638,0.0319313165028291,0.0391370775628596,10.5318705231662,4.78706777316736,-7.22295988934993,0.0659352760407029,0.054062192892762,12.0100276625173,26.4055784404425,"Emberiza_cia","Emberiza cia",20.83590614,"omnivore"
"White-capped Bunting",2,1718,1433.8,1913,1250.5,1068.5,1357,472.5,204.4375,727,1700,1300,25.7757393715342,15.0939595986269,0.0223864738989487,0.0241291240840639,10.6817797729073,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,31.8733549169395,"Emberiza_stewarti","Emberiza stewarti",17.30016375,"seeds"
"Olive-backed Pipit",2,1794,1419,2203,1309,994,1365,484,92.3,984.375,1800,1300,25.0048428093645,14.3575451505017,0.022853791322713,0.0255990846015844,10.6472976588629,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,31.1024583547698,"Anthus_hodgsoni","Anthus hodgsoni",25.89732612,"invertebrates"
"Paddyfield Pipit",0,387.5,323,422,342,287,404,42,-48.025,113.0125,400,300,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,20.2658092246341,6.54549490237388,0.010205420824288,0.00805836920284432,13.7203143222603,31.0390203104125,"Anthus_rufulus","Anthus rufulus",21.5591577,"invertebrates"
"Upland Pipit",0,1913,1913,1913,1913,1802,1952,0,-39,111,1900,1900,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,5.37111944604732,-6.6761180034622,0.0658910313070091,0.053758639857238,12.0472374495095,30.9519402769763,"Anthus_sylvanus","Anthus sylvanus",20.07299122,"invertebrates"
"Russet Sparrow",2,1862,1862,1877,1804,1791.5,1825.5625,58.25,36.4375,82,1900,1800,24.2758222735141,13.6378678592037,0.0245302345975058,0.0274683253856939,10.6379544143104,6.10598662207358,-5.97294983277592,0.0644514697598433,0.0518815243689447,12.0789364548495,30.24877210629,"Passer_rutilans","Passer cinnamomeus",31.53067654,"seeds"
"Eurasian Tree Sparrow",0,943.5,905,1016.125,923,905,923,25.75,-18,104.25,900,900,32.2180233038592,21.2051731261879,0.0350487650186013,0.0164268078164792,11.0128501776713,14.3619287662177,1.62382447731592,0.0300012781986552,0.0141672933514139,12.7381042889017,30.5941988265433,"Passer_montanus","Passer montanus",22.83723871,"seeds"
"House Sparrow",2,1393,1351.9875,1419,1256,1234,1268,139,90,171,1400,1300,28.8915322996528,17.5134493072507,0.0172517299945106,0.0109816899559281,11.3780829924021,5.78517844700782,-6.09761554540528,0.0663275996715154,0.0565749901578103,11.8827939924131,34.9891478450581,"Passer_domesticus","Passer domesticus",25.709883,"seeds"
"Baya Weaver",0,602,600.5,616,602,593,602,0,-1,22.5125,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Ploceus_philippinus","Ploceus philippinus",19.47737662,"seeds"
"Scaly-breasted Munia",0,601.75,584,637,602,599.975,664,-3,-65,31.025,600,600,34.9175192472198,23.660621613915,0.0278416027627093,0.0157774437863449,11.2568976333048,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,31.436874821785,"Lonchura_punctulata","Lonchura punctulata",21.788624,"seeds"
"Indian Silverbill",0,339,314,381,321,279,411.4375,9,-83.4375,80,300,300,38.5914356119032,27.2289492494639,0.00934415416116112,0.00963930096723773,11.3624863624393,20.2658092246341,6.54549490237388,0.010205420824288,0.00805836920284432,13.7203143222603,32.0459407095293,"Lonchura_malabarica","Euodice malabarica",23.19087042,"seeds"
"Rufous-breasted Accentor",2,2029,1922,2109,1798.5,1724,1905.5,209.25,62.4875,343.0125,2000,1800,23.5467727063163,12.9313969571231,0.0262792150076309,0.0295975363092804,10.6153757491932,6.10598662207358,-5.97294983277592,0.0644514697598433,0.0518815243689447,12.0789364548495,29.5197225390922,"Prunella_strophiata","Prunella strophiata",16.25903298,"invertebrates"
"Robin Accentor",2,4187,4177.5,4250.075,3619,3562,3728.5,585.5,458.5,653.025,4200,3600,9.9832898062342,-0.476347935973041,0.0193664774154063,0.0244393705939975,10.4596377422072,-6.25582274867989,-17.2589696018267,0.0523724166196161,0.0440357947917034,11.0031468531469,27.2422594080609,"Prunella_rubeculoides","Prunella rubeculoides",16.39896667,"omnivore"
"Red-wattled Lapwing",0,409,388,434,388,383.9875,403,21,-1.5125,42.5,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Vanellus_indicus","Vanellus indicus",43.2386972,"invertebrates"
"Koklass Pheasant",2,2548,2417,2784,2373,2282,2430.5,182.5,21.8,423.5625,2500,2400,19.8681162136832,9.32003748828491,0.0333885310926067,0.0393156683729168,10.5480787253983,1.99117754616932,-9.74692814042787,0.0698936441465475,0.0567109994181187,11.7381056865972,29.6150443541111,"Pucrasia_macrolopha","Pucrasia macrolopha",28.8286769,"omnivore"
"Kalij Pheasant",0,1842.5,1757,1913,1746,1667,1795,105.25,-2.14999999999999,221.5,1800,1700,25.0048428093645,14.3575451505017,0.022853791322713,0.0255990846015844,10.6472976588629,6.94363612358067,-5.17668339054661,0.0630589802083708,0.0502189904553621,12.1203195141273,30.1815261999111,"Lophura_leucomelanos","Lophura leucomelanos",17.7587268,"omnivore"
"Himalayan Monal",2,2864,2860,2893,2704.5,2660,2784,155.5,76,233,2900,2700,17.1327012147164,6.59523726295552,0.0321389244120375,0.039348961009504,10.5374639517609,-0.327026286966046,-11.8718510405257,0.0677731651669995,0.0568063857053669,11.5448247535597,29.0045522552421,"Lophophorus_impejanus","Lophophorus impejanus",21.09188816,"omnivore"
"Red Junglefowl",1,449,440,543,602,602,602,-155,-164,-59,400,600,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,16.6673224978614,3.48064442543484,0.0220866208077492,0.0124960789734125,13.1866780724266,34.1038707873516,"Gallus_gallus","Gallus gallus",23.21714883,"omnivore"
"Black Francolin",0,1498,1498,1561,1542,1525,1724.5125,-44,-225.025,19,1500,1500,27.3748386704006,16.6901984658468,0.022558936362611,0.0197416698387654,10.6846402045538,7.58187629368075,-4.57675636186534,0.0699953558139449,0.0558822703995525,12.1586326555461,31.9515950322659,"Francolinus_francolinus","Francolinus francolinus",24.76331799,"seeds"
"Chukar",2,3540,3539,3540,3373,3263,3503,167,36.8625,277,3500,3400,13.4815024420498,3.04181719513141,0.0299957975943992,0.0366574567327519,10.4396852469184,-4.98234556287237,-16.1015130134838,0.0582462166813521,0.0480194119193802,11.1191674506115,29.5830154555336,"Alectoris_chukar","Alectoris chukar",28.94734505,"seeds"
"Indian Peafowl",0,386,377,388,388,388,411,-2,-29,0,400,400,37.5845152127864,26.1657904871943,0.0136710487453596,0.0136089274947692,11.4187247255921,18.7463075293665,5.15725014442519,0.0184769880609363,0.0124636720790396,13.5890573849413,32.4272650683612,"Pavo_cristatus","Pavo cristatus",28.71360931,"omnivore"
"Hill Partridge",0,2173,2158,2173,2162.5,2108,2173,10.5,-0.0124999999999993,63.5375,2200,2200,21.9630222441106,11.3754658130181,0.0307198183067672,0.0350704380073125,10.5875564310925,3.21761470902077,-8.59770171550521,0.0685275517245786,0.055464942177344,11.815316424526,30.5607239596158,"Arborophila_torqueola","Arborophila torqueola",25.19798408,"omnivore"
